Station Number,Station Name,Date,Latitude,Longitude,Depth (m),Temperature,Salinity,Bottle #,Chla Conc (ug/L),Ammonia [µmol/L],Phosphate [µmol/L],Nitrite + Nitrate [µmol/L],Silicate [µmol/L],delta O-18
AMBON17-023,ML6.9,20170810,71.076,-160.734,22.11,6.2,31.75,10,,,,,,
AMBON17-023,ML6.9,20170810,71.076,-160.734,12.43,5.98,31.53,11,0.22,0.36,0.78,0.27,4.88,
AMBON17-023,ML6.9,20170810,71.076,-160.734,12.91,5.98,31.53,12,,,,,,
AMBON17-023,ML6.9,20170810,71.076,-160.733,5.23,5.97,31.52,13,,,,,,
AMBON17-023,ML6.9,20170810,71.076,-160.733,4.44,5.97,31.52,14,0.33,0.34,1.5,2.79,4.9,-2.06
AMBON17-024,ML4.4,20170811,71.194,-160.27,48.9,0.37,32.3,1,0.35,3.38,1.63,4.07,21.41,-1.5
AMBON17-024,ML4.4,20170811,71.194,-160.27,48.54,0.37,32.3,2,,,,,,
AMBON17-024,ML4.4,20170811,71.194,-160.27,41.29,0.36,32.3,3,0.27,3.28,1.63,5.39,21.99,
AMBON17-024,ML4.4,20170811,71.194,-160.27,40.53,0.36,32.3,4,,,,,,
AMBON17-024,ML4.4,20170811,71.193,-160.27,30.9,1.04,31.94,5,0.31,1.32,1.09,2.2,7.84,
AMBON17-024,ML4.4,20170811,71.193,-160.27,30.34,1.15,31.94,6,,,,,,
AMBON17-024,ML4.4,20170811,71.193,-160.27,20.93,4.88,31.3,7,0.19,0.31,0.63,0.32,2.9,
AMBON17-024,ML4.4,20170811,71.193,-160.27,20.5,5.14,31.25,8,,,,,,
AMBON17-024,ML4.4,20170811,71.193,-160.27,9.23,5.05,31.07,9,0.16,0.36,0.53,0.65,1.86,
AMBON17-024,ML4.4,20170811,71.193,-160.27,9.54,5.05,31.07,10,,,,,,
AMBON17-024,ML4.4,20170811,71.193,-160.27,4.73,5.05,31.07,11,0.17,1.1,0.53,0.48,1.87,-2.08
AMBON17-024,ML4.4,20170811,71.193,-160.27,4.82,5.05,31.07,12,,,,,,
AMBON17-025,ML6.11,20170812,71.361,-159.694,46.74,0.14,32.32,1,0.51,2.71,1.43,3.93,10.84,-1.47
AMBON17-025,ML6.11,20170812,71.361,-159.694,46.76,0.14,32.32,2,,,,,,
AMBON17-025,ML6.11,20170812,71.361,-159.694,41.27,0.14,32.32,3,0.43,2.82,1.4,3.75,10.57,
AMBON17-025,ML6.11,20170812,71.361,-159.694,41.27,0.14,32.32,4,,,,,,
AMBON17-025,ML6.11,20170812,71.361,-159.694,31.31,1.07,32.01,5,0.34,0.72,0.78,1.03,2.26,
AMBON17-025,ML6.11,20170812,71.361,-159.694,30.97,1.09,32.01,6,,,,,,
AMBON17-025,ML6.11,20170812,71.36,-159.695,20.13,1.97,30.91,7,0.19,0.34,0.56,0.25,3.18,
AMBON17-025,ML6.11,20170812,71.36,-159.695,19.68,2.71,30.89,8,,,,,,
AMBON17-025,ML6.11,20170812,71.36,-159.695,10.54,3.85,30.42,9,0.18,0.33,0.51,0.48,2.52,
AMBON17-025,ML6.11,20170812,71.36,-159.695,10.61,3.85,30.42,10,,,,,,
AMBON17-025,ML6.11,20170812,71.36,-159.695,4.4,3.84,30.42,11,0.22,0.71,0.63,0.81,3.49,-2.07
AMBON17-025,ML6.11,20170812,71.36,-159.695,4.66,3.84,30.42,12,,,,,,
AMBON17-026,ML4.3,20170812,71.063,-159.883,52.49,2.09,32.6,1,0.86,3.83,1.58,3.92,19.03,-1.18
AMBON17-026,ML4.3,20170812,71.063,-159.883,52.13,2.08,32.6,2,,,,,,
AMBON17-026,ML4.3,20170812,71.063,-159.883,40.45,1.68,32.53,3,0.89,3.41,1.5,3.39,19.38,
AMBON17-026,ML4.3,20170812,71.063,-159.883,40.8,1.76,32.53,4,,,,,,
AMBON17-026,ML4.3,20170812,71.063,-159.882,33.13,0.76,32,5,5.56,1.17,1.06,4.4,4.59,
AMBON17-026,ML4.3,20170812,71.063,-159.882,33.35,0.74,32.03,6,,,,,,
AMBON17-026,ML4.3,20170812,71.063,-159.881,20.09,5.6,31.32,7,0.27,0.54,0.73,2.17,5.72,
AMBON17-026,ML4.3,20170812,71.063,-159.881,20.37,5.6,31.32,8,,,,,,
AMBON17-026,ML4.3,20170812,71.063,-159.882,9.49,5.6,31.32,9,0.29,0.46,0.77,0.32,5.62,
AMBON17-026,ML4.3,20170812,71.063,-159.882,10.16,5.6,31.32,10,,,,,,
AMBON17-026,ML4.3,20170812,71.063,-159.882,5.12,5.6,31.32,11,0.29,0.44,0.74,0.18,5.42,-2.01
AMBON17-026,ML4.3,20170812,71.062,-159.882,4.67,5.6,31.32,12,,,,,,
AMBON17-027,ML4.2,20170812,70.933,-159.504,41.15,7.75,31.62,1,0.78,0.72,0.51,0.43,3.81,-1.49
AMBON17-027,ML4.2,20170812,70.933,-159.504,41.78,7.78,31.62,2,,,,,,
AMBON17-027,ML4.2,20170812,70.933,-159.504,30.59,7.84,31.62,3,0.79,0.87,0.54,0.42,3.5,
AMBON17-027,ML4.2,20170812,70.933,-159.503,30.36,7.85,31.62,4,,,,,,
AMBON17-027,ML4.2,20170812,70.932,-159.503,21.85,7.87,31.62,5,0.76,0.97,0.5,0.72,3.24,
AMBON17-027,ML4.2,20170812,70.932,-159.503,20.96,7.89,31.62,6,,,,,,
AMBON17-027,ML4.2,20170812,70.932,-159.502,14.64,8.9,30.73,7,,,,,,
AMBON17-027,ML4.2,20170812,70.932,-159.502,14.03,9.07,30.63,8,,,,,,
AMBON17-027,ML4.2,20170812,70.932,-159.502,9.84,9.21,30.55,9,1.9,0.53,0.61,0.36,7.51,-2.13
AMBON17-027,ML4.2,20170812,70.932,-159.502,10.55,9.2,30.55,10,,,,,,
AMBON17-027,ML4.2,20170812,70.932,-159.502,5.63,9.2,30.54,11,1.79,0.67,0.62,1.91,7.39,
AMBON17-027,ML4.2,20170812,70.932,-159.502,5.1,9.19,30.53,12,,,,,,
AMBON17-028,ML4.1,20170812,70.892,-159.397,26.73,9.65,30.52,1,1.66,0.8,0.73,1.46,8.38,-2.15
AMBON17-028,ML4.1,20170812,70.892,-159.397,25.89,9.73,30.52,2,,,,,,
AMBON17-028,ML4.1,20170812,70.892,-159.397,20.24,9.97,30.53,3,1.83,1.02,0.84,5.91,8.42,
AMBON17-028,ML4.1,20170812,70.892,-159.397,20.39,9.96,30.53,4,,,,,,
AMBON17-028,ML4.1,20170812,70.891,-159.398,9.73,10.08,30.54,5,2.08,0.7,0.79,5.28,8.46,
AMBON17-028,ML4.1,20170812,70.891,-159.398,9.34,10.09,30.54,6,,,,,,
AMBON17-028,ML4.1,20170812,70.891,-159.398,5.05,10.08,30.54,7,1.99,0.79,0.81,1.66,12.24,-2.24
AMBON17-028,ML4.1,20170812,70.891,-159.398,5.58,10.09,30.54,8,,,,,,
AMBON17-029,ML4.5,20170812,71.323,-160.658,44.68,0.5,32.15,1,0.68,2.8,1.45,4.22,23.04,-1.59
AMBON17-029,ML4.5,20170812,71.323,-160.658,45.09,0.5,32.15,2,,,,,,
AMBON17-029,ML4.5,20170812,71.323,-160.658,40.3,0.56,32.13,3,1.25,2.57,1.39,2.51,15.88,
AMBON17-029,ML4.5,20170812,71.323,-160.658,40.81,0.53,32.13,4,,,,,,
AMBON17-029,ML4.5,20170812,71.323,-160.658,29.75,0.38,31.9,5,5.08,1.46,1.33,3.96,8.79,
AMBON17-029,ML4.5,20170812,71.323,-160.658,30.35,0.38,31.91,6,,,,,,
AMBON17-029,ML4.5,20170812,71.323,-160.659,20.21,1.86,31.4,7,0.62,0.53,0.57,3.08,2,
AMBON17-029,ML4.5,20170812,71.323,-160.659,19.93,2.48,31.35,8,,,,,,
AMBON17-029,ML4.5,20170812,71.323,-160.659,10.41,4.89,30.87,9,0.28,0.7,0.5,2.82,1.78,
AMBON17-029,ML4.5,20170812,71.323,-160.659,10.71,4.89,30.87,10,,,,,,
AMBON17-029,ML4.5,20170812,71.322,-160.66,4.3,4.9,30.87,11,0.22,0.34,0.45,1.13,1.78,-2.02
AMBON17-029,ML4.5,20170812,71.322,-160.66,4.39,4.9,30.87,12,,,,,,
AMBON17-030,ML4.6,20170812,71.454,-161.038,42.77,0.63,32.22,1,,,,,,
AMBON17-030,ML4.6,20170812,71.454,-161.038,42.64,0.63,32.22,2,,,,,,
AMBON17-030,ML4.6,20170812,71.454,-161.038,42.72,0.63,32.22,3,,,,,,
AMBON17-030,ML4.6,20170812,71.455,-161.038,41.86,0.63,32.22,4,0.44,2.48,1.31,2.96,18.78,-1.57
AMBON17-030,ML4.6,20170812,71.455,-161.038,42.57,0.63,32.22,5,,,,,,
AMBON17-030,ML4.6,20170812,71.455,-161.038,30.63,1.62,32.09,6,1.08,1.53,1.06,2.34,11.31,
AMBON17-030,ML4.6,20170812,71.455,-161.038,29.3,1.65,32.07,7,,,,,,
AMBON17-030,ML4.6,20170812,71.455,-161.038,21.42,4.89,31.3,8,0.29,0.3,0.53,1.1,1.78,
AMBON17-030,ML4.6,20170812,71.455,-161.038,21.37,4.86,31.31,9,,,,,,
AMBON17-030,ML4.6,20170812,71.455,-161.038,9.29,5.06,31.15,10,0.13,0.36,0.52,0.76,2.24,
AMBON17-030,ML4.6,20170812,71.455,-161.038,9.79,5.06,31.15,11,,,,,,
AMBON17-030,ML4.6,20170812,71.454,-161.039,4.59,5.05,31.15,12,0.14,0.42,0.53,0.54,2.3,-2.06
AMBON17-030,ML4.6,20170812,71.454,-161.039,4.78,5.05,31.15,13,,,,,,
AMBON17-031,ML4.7,20170813,71.588,-161.403,42.69,0.35,32.29,1,0.46,3.12,1.44,3.39,17.04,-1.42
AMBON17-031,ML4.7,20170813,71.588,-161.403,42.61,0.34,32.29,2,,,,,,
AMBON17-031,ML4.7,20170813,71.588,-161.404,29.28,0.82,32.14,3,0.26,0.95,0.81,0.9,1.94,
AMBON17-031,ML4.7,20170813,71.588,-161.403,30.32,0.59,32.18,4,,,,,,
AMBON17-031,ML4.7,20170813,71.588,-161.403,26.81,1.99,31.9,5,,,,,,
AMBON17-031,ML4.7,20170813,71.588,-161.403,26.86,2.03,31.89,6,,,,,,
AMBON17-031,ML4.7,20170813,71.588,-161.403,20.12,4.94,31.28,7,0.24,0.37,0.59,1.63,4.63,
AMBON17-031,ML4.7,20170813,71.588,-161.403,20.28,4.93,31.28,8,,,,,,
AMBON17-031,ML4.7,20170813,71.588,-161.403,10.51,4.92,31.25,9,0.21,0.41,0.67,0.43,2.33,
AMBON17-031,ML4.7,20170813,71.588,-161.403,10.73,4.92,31.25,10,,,,,,
AMBON17-031,ML4.7,20170813,71.588,-161.404,3.89,4.86,31.23,11,0.41,0.55,0.64,0.82,2.92,-2.02
AMBON17-031,ML4.7,20170813,71.588,-161.404,4.04,4.87,31.23,12,,,,,,
AMBON17-032,ML4.8,20170813,71.719,-161.774,41.92,0.12,32.12,1,0.37,2.46,1.4,4.04,9.65,-1.62
AMBON17-032,ML4.8,20170813,71.719,-161.774,41.46,0.13,32.12,2,,,,,,
AMBON17-032,ML4.8,20170813,71.719,-161.774,29.68,0.12,32.12,3,0.35,2.45,1.38,3.78,13.89,
AMBON17-032,ML4.8,20170813,71.719,-161.773,29.96,0.12,32.12,4,,,,,,
AMBON17-032,ML4.8,20170813,71.719,-161.774,24.27,0.92,32.04,5,,,,,,
AMBON17-032,ML4.8,20170813,71.719,-161.774,24.26,0.92,32.05,6,,,,,,
AMBON17-032,ML4.8,20170813,71.719,-161.773,19.13,2.5,31.66,7,0.57,0.41,0.67,0.9,1.99,
AMBON17-032,ML4.8,20170813,71.719,-161.773,19.4,2.47,31.66,8,,,,,,
AMBON17-032,ML4.8,20170813,71.719,-161.774,10.1,4.5,30.74,9,0.22,0.41,0.65,1.43,4.91,
AMBON17-032,ML4.8,20170813,71.719,-161.774,10.13,4.51,30.75,10,,,,,,
AMBON17-032,ML4.8,20170813,71.719,-161.774,4.71,4.34,30.51,11,0.2,0.37,1.72,0.75,6.32,-2.32
AMBON17-032,ML4.8,20170813,71.719,-161.774,4.23,4.35,30.51,12,,,,,,
AMBON17-033,ML4.9,20170813,71.85,-162.16,37.15,-0.21,31.9,1,2,1.5,1.25,5.43,3.04,-1.75
AMBON17-033,ML4.9,20170813,71.85,-162.16,37.07,-0.21,31.9,2,,,,,,
AMBON17-033,ML4.9,20170813,71.85,-162.161,29.85,-0.22,31.88,3,4.68,0.82,1.12,7.29,2.87,
AMBON17-033,ML4.9,20170813,71.85,-162.161,30.26,-0.21,31.9,4,,,,,,
AMBON17-033,ML4.9,20170813,71.85,-162.162,20.23,4.51,31.14,5,0.3,0.53,0.65,2.33,3.45,
AMBON17-033,ML4.9,20170813,71.85,-162.162,19.95,4.49,31.09,6,,,,,,
AMBON17-033,ML4.9,20170813,71.85,-162.163,12.03,4.11,30.37,7,0.32,0.38,0.75,4.81,6.87,
AMBON17-033,ML4.9,20170813,71.85,-162.163,12.18,4.12,30.37,8,,,,,,
AMBON17-033,ML4.9,20170813,71.849,-162.165,5.37,4.11,30.36,9,0.33,0.76,0.74,1.41,7.05,-2.29
AMBON17-033,ML4.9,20170813,71.849,-162.165,5.76,4.11,30.36,10,,,,,,
AMBON17-034,ML4.10,20170813,71.981,-162.544,29.82,0.22,31.65,1,0.99,0.84,0.96,7.57,4.6,-1.99
AMBON17-034,ML4.10,20170813,71.981,-162.544,29.33,0.22,31.65,2,,,,,,
AMBON17-034,ML4.10,20170813,71.981,-162.545,23.77,0.21,31.65,3,,,,,,
AMBON17-034,ML4.10,20170813,71.981,-162.545,23.58,0.21,31.65,4,,,,,,
AMBON17-034,ML4.10,20170813,71.981,-162.546,20.39,0.96,31.32,5,0.55,0.82,0.83,2.33,3.45,
AMBON17-034,ML4.10,20170813,71.981,-162.546,21.49,0.68,31.46,6,,,,,,
AMBON17-034,ML4.10,20170813,71.981,-162.546,10.64,3.88,30.18,7,0.29,0.85,0.73,4.27,8.21,
AMBON17-034,ML4.10,20170813,71.981,-162.546,10.39,3.87,30.17,8,,,,,,
AMBON17-034,ML4.10,20170813,71.981,-162.547,5.05,3.86,30.15,9,0.29,1.02,0.75,8,7.89,-2.25
AMBON17-034,ML4.10,20170813,71.981,-162.547,5.17,3.86,30.15,10,,,,,,
AMBON17-035,ML4.11,20170813,72.11,-162.923,34.52,0.09,32.4,1,1.71,3.43,1.41,6.14,10.09,-1.36
AMBON17-035,ML4.11,20170813,72.11,-162.923,34.5,0.09,32.4,2,,,,,,
AMBON17-035,ML4.11,20170813,72.11,-162.924,29.31,0.56,32.03,3,1.75,1.27,0.88,2.79,4.66,
AMBON17-035,ML4.11,20170813,72.11,-162.924,29.26,0.84,31.99,4,,,,,,
AMBON17-035,ML4.11,20170813,72.11,-162.924,20.87,4.75,31.72,5,0.86,0.58,0.53,2.72,4.77,
AMBON17-035,ML4.11,20170813,72.11,-162.924,21.07,4.75,31.72,6,,,,,,
AMBON17-035,ML4.11,20170813,72.11,-162.925,11.62,4.64,31.44,7,0.48,0.7,0.65,6.97,3.74,
AMBON17-035,ML4.11,20170813,72.11,-162.925,11.2,4.65,31.43,8,,,,,,
AMBON17-035,ML4.11,20170813,72.11,-162.926,4.61,4.78,31.36,9,0.46,0.65,0.63,15.21,3.95,-2.03
AMBON17-035,ML4.11,20170813,72.11,-162.926,5.13,4.78,31.36,10,,,,,,
AMBON17-036,ML4.12,20170813,72.239,-163.319,34.33,2.33,32.65,1,2.42,4.04,1.51,5.96,14.42,-1.07
AMBON17-036,ML4.12,20170813,72.239,-163.319,34.64,2.33,32.65,2,,,,,,
AMBON17-036,ML4.12,20170813,72.239,-163.32,32,1.53,32.45,3,,,,,,
AMBON17-036,ML4.12,20170813,72.239,-163.32,31.87,1.44,32.41,4,,,,,,
AMBON17-036,ML4.12,20170813,72.239,-163.321,29.78,0.88,32.21,5,6.12,0.89,0.71,0.79,4.81,
AMBON17-036,ML4.12,20170813,72.239,-163.321,29.75,0.85,32.21,6,,,,,,
AMBON17-036,ML4.12,20170813,72.238,-163.322,20.2,5.55,31.76,7,0.38,0.75,0.43,6.94,1.78,
AMBON17-036,ML4.12,20170813,72.238,-163.322,20.23,5.55,31.76,8,,,,,,
AMBON17-036,ML4.12,20170813,72.238,-163.323,10.65,5.1,31.48,9,0.35,1.03,0.61,3.23,3.41,
AMBON17-036,ML4.12,20170813,72.238,-163.323,10.39,5.09,31.48,10,,,,,,
AMBON17-036,ML4.12,20170813,72.238,-163.324,5.2,5.09,31.46,11,0.38,0.38,0.55,9.37,3.57,-1.73
AMBON17-036,ML4.12,20170813,72.238,-163.324,5.12,5.09,31.46,12,,,,,,
AMBON17-037,ML4.13,20170813,72.364,-163.723,40.58,2.15,32.58,1,1.97,3.58,1.52,5.84,13.27,-1.01
AMBON17-037,ML4.13,20170813,72.364,-163.723,40.61,2.15,32.58,2,,,,,,
AMBON17-037,ML4.13,20170813,72.364,-163.722,33.91,2.12,32.58,3,,,,,,
AMBON17-037,ML4.13,20170813,72.364,-163.722,33.97,2.11,32.58,4,,,,,,
AMBON17-037,ML4.13,20170813,72.365,-163.723,29.83,1.12,32.04,5,1.49,0.46,0.47,0.88,1.78,
AMBON17-037,ML4.13,20170813,72.365,-163.723,30.05,0.9,32.08,6,,,,,,
AMBON17-037,ML4.13,20170813,72.365,-163.723,19.58,6.17,31.79,7,0.8,0.39,0.3,1.12,1.78,
AMBON17-037,ML4.13,20170813,72.365,-163.723,19.93,6.17,31.79,8,,,,,,
AMBON17-037,ML4.13,20170813,72.365,-163.722,9.71,6.18,31.79,9,0.66,0.41,0.32,1.1,1.78,
AMBON17-037,ML4.13,20170813,72.365,-163.722,9.63,6.18,31.79,10,,,,,,
AMBON17-037,ML4.13,20170813,72.365,-163.723,4.3,6.18,31.79,11,0.55,0.73,0.34,0.39,1.78,-1.15
AMBON17-037,ML4.13,20170813,72.364,-163.723,4.17,6.18,31.79,12,,,,,,
AMBON17-038,ML4.14,20170814,72.497,-164.103,45.79,1.41,32.52,1,2.62,3.56,1.52,4.74,16.99,-1.14
AMBON17-038,ML4.14,20170814,72.497,-164.103,45.62,1.41,32.52,2,,,,,,
AMBON17-038,ML4.14,20170814,72.497,-164.103,38.95,1.29,32.51,3,2.28,3.35,1.46,4.26,15.83,
AMBON17-038,ML4.14,20170814,72.497,-164.104,38.89,1.29,32.51,4,,,,,,
AMBON17-038,ML4.14,20170814,72.497,-164.104,30.3,1.46,32.48,5,7.72,1.58,1.12,3.64,8.78,
AMBON17-038,ML4.14,20170814,72.497,-164.104,30.03,1.46,32.47,6,,,,,,
AMBON17-038,ML4.14,20170814,72.497,-164.103,20.49,5.93,31.52,7,0.7,0.67,0.6,1,3.3,
AMBON17-038,ML4.14,20170814,72.497,-164.103,20.4,5.89,31.5,8,,,,,,
AMBON17-038,ML4.14,20170814,72.497,-164.103,9.9,5.17,31.11,9,0.68,0.39,0.58,1.58,4.63,
AMBON17-038,ML4.14,20170814,72.497,-164.103,9.55,5.17,31.11,10,,,,,,
AMBON17-038,ML4.14,20170814,72.497,-164.102,4.62,5.16,31.11,11,0.58,0.34,0.61,0.66,4.63,-1.96
AMBON17-038,ML4.14,20170814,72.497,-164.102,4.64,5.16,31.11,12,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,31.94,0.97,32,1,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,31.9,0.9,32,2,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,32.62,0.81,32.03,3,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,31.97,0.86,32.01,4,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,32.36,0.8,32.02,5,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,32.65,0.86,32.04,6,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,32.18,0.81,32.03,7,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,32.67,0.89,32.05,8,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,32.09,0.82,32.03,9,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,32.19,0.86,32.04,10,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,32.2,0.86,32.04,11,,,,,,
AMBON17-039,CEO16,20170814,71.602,-161.524,32.46,0.9,32.05,12,,,,,,
AMBON17-040,CEO17,20170814,71.606,-161.464,39.77,0.51,32.21,1,,,,,,
AMBON17-040,CEO17,20170814,71.606,-161.464,33.75,0.27,31.93,2,,,,,,
AMBON17-041,ML5.10,20170814,71.603,-162.204,41.12,0.59,32.24,1,0.65,3.54,1.49,3.22,17.53,-1.55
AMBON17-041,ML5.10,20170814,71.603,-162.204,41.34,0.59,32.24,2,,,,,,
AMBON17-041,ML5.10,20170814,71.603,-162.204,29.51,1.51,32.06,3,1.88,1.37,0.98,2.66,11.51,
AMBON17-041,ML5.10,20170814,71.603,-162.204,28.92,1.61,32.06,4,,,,,,
AMBON17-041,ML5.10,20170814,71.603,-162.204,18.87,4.97,31.31,5,0.43,0.37,0.55,6.85,1.78,
AMBON17-041,ML5.10,20170814,71.603,-162.204,20.02,4.97,31.31,6,,,,,,
AMBON17-041,ML5.10,20170814,71.603,-162.204,10.63,5,31.31,7,0.01,0.82,0.69,1.13,1.78,
AMBON17-041,ML5.10,20170814,71.603,-162.204,10.56,5,31.31,8,,,,,,
AMBON17-041,ML5.10,20170814,71.603,-162.204,4.26,5.01,31.31,9,0.51,1.08,0.61,0.72,1.78,-2.12
AMBON17-041,ML5.10,20170814,71.603,-162.204,3.87,5,31.31,10,,,,,,
AMBON17-042,ML5.9,20170815,71.483,-162.604,41.66,0.8,32.19,1,0.86,2.92,1.47,2.79,20.37,-1.64
AMBON17-042,ML5.9,20170815,71.483,-162.604,41.07,0.8,32.19,2,,,,,,
AMBON17-042,ML5.9,20170815,71.483,-162.605,31.24,0.83,32.17,3,0.94,2.62,1.81,2.44,18.17,
AMBON17-042,ML5.9,20170815,71.483,-162.605,30.98,0.83,32.17,4,,,,,,
AMBON17-042,ML5.9,20170815,71.483,-162.605,26.25,1.29,31.85,5,,,,,,
AMBON17-042,ML5.9,20170815,71.483,-162.605,26.25,1.28,31.86,6,,,,,,
AMBON17-042,ML5.9,20170815,71.483,-162.605,18.8,5.08,31.31,7,0.4,0.37,0.59,1.38,4.36,
AMBON17-042,ML5.9,20170815,71.483,-162.604,18.39,5.08,31.31,8,,,,,,
AMBON17-042,ML5.9,20170815,71.483,-162.604,10.99,5.05,31.29,9,0.3,0.51,0.56,1.72,2.55,
AMBON17-042,ML5.9,20170815,71.483,-162.604,11.03,5.05,31.29,10,,,,,,
AMBON17-042,ML5.9,20170815,71.483,-162.604,4.27,5.03,31.29,11,0.3,1,0.57,1.94,2.83,-2.06
AMBON17-042,ML5.9,20170815,71.483,-162.604,4.25,5.03,31.29,12,,,,,,
AMBON17-043,ML3.14,20170815,72.121,-165.358,39.8,3.51,32.65,1,0.5,3.45,1.24,9,13.11,-1.08
AMBON17-043,ML3.14,20170815,72.121,-165.358,39.33,3.53,32.65,2,,,,,,
AMBON17-043,ML3.14,20170815,72.121,-165.357,29.62,3.52,32.63,3,2.66,2.36,1.03,5.62,5.39,
AMBON17-043,ML3.14,20170815,72.121,-165.357,29.56,3.54,32.64,4,,,,,,
AMBON17-043,ML3.14,20170815,72.121,-165.356,21.48,5.83,32.11,5,1.38,0.94,0.5,3,1.78,
AMBON17-043,ML3.14,20170815,72.121,-165.356,20.83,5.84,32.11,6,,,,,,
AMBON17-043,ML3.14,20170815,72.121,-165.356,9.75,5.82,32,7,1.12,1.02,0.38,2.49,1.78,
AMBON17-043,ML3.14,20170815,72.121,-165.356,10.57,5.82,32,8,,,,,,
AMBON17-043,ML3.14,20170815,72.122,-165.356,5.12,5.82,32,9,0.98,1.04,0.43,3.24,1.78,-1.56
AMBON17-043,ML3.14,20170815,72.122,-165.356,4.92,5.82,32,10,,,,,,
AMBON17-044,ML3.13,20170815,71.993,-164.951,35.49,2.85,32.68,1,0.63,3.96,1.38,12,16.86,-1.39
AMBON17-044,ML3.13,20170815,71.993,-164.951,35.13,2.84,32.68,2,,,,,,
AMBON17-044,ML3.13,20170815,71.993,-164.95,30.49,1.3,32.19,3,6.48,1.58,0.84,6.79,1.8,
AMBON17-044,ML3.13,20170815,71.993,-164.95,30.73,1.5,32.23,4,,,,,,
AMBON17-044,ML3.13,20170815,71.993,-164.949,19.94,5.59,31.8,5,0.89,0.91,0.45,5.35,1.78,
AMBON17-044,ML3.13,20170815,71.993,-164.949,19.97,5.59,31.8,6,,,,,,
AMBON17-044,ML3.13,20170815,71.993,-164.948,10.69,5.58,31.8,7,1.06,0.52,0.38,1.97,1.78,
AMBON17-044,ML3.13,20170815,71.993,-164.948,11.14,5.57,31.79,8,,,,,,
AMBON17-044,ML3.13,20170815,71.993,-164.947,4.51,5.57,31.79,9,,0.73,0.44,2.62,1.78,-1.69
AMBON17-044,ML3.13,20170815,71.993,-164.947,4.32,5.57,31.79,10,,,,,,
AMBON17-045,ML3.12,20170815,71.87,-164.555,36.19,1.82,32.64,1,2.1,4.27,1.73,11.5,20.56,-1.08
AMBON17-045,ML3.12,20170815,71.87,-164.555,35.78,1.82,32.64,2,,,,,,
AMBON17-045,ML3.12,20170815,71.87,-164.555,33.32,1.08,32.36,3,,,,,,
AMBON17-045,ML3.12,20170815,71.87,-164.555,32.71,0.5,32.23,4,,,,,,
AMBON17-045,ML3.12,20170815,71.87,-164.554,29.66,1.01,32.08,5,1.27,0.73,0.62,3.54,2.25,
AMBON17-045,ML3.12,20170815,71.87,-164.554,29.8,0.55,32.11,6,,,,,,
AMBON17-045,ML3.12,20170815,71.87,-164.553,19.5,5.51,31.86,7,0.58,0.59,0.6,4.33,2.41,
AMBON17-045,ML3.12,20170815,71.87,-164.553,19.48,5.51,31.86,8,,,,,,
AMBON17-045,ML3.12,20170815,71.87,-164.552,9.43,5.58,31.86,9,0.65,0.57,0.56,3.75,2.48,
AMBON17-045,ML3.12,20170815,71.87,-164.552,9.74,5.58,31.86,10,,,,,,
AMBON17-045,ML3.12,20170815,71.87,-164.552,4.31,5.59,31.86,11,0.75,0.87,0.56,2.66,5.36,-1.71
AMBON17-045,ML3.12,20170815,71.87,-164.552,4.58,5.59,31.86,12,,,,,,
AMBON17-046,ML3.11,20170815,71.744,-164.159,34.45,0.37,32.39,1,2.91,2.68,1.35,7.43,12.43,
AMBON17-046,ML3.11,20170815,71.744,-164.16,35.49,0.37,32.39,2,,,,,,
AMBON17-046,ML3.11,20170815,71.744,-164.16,31.81,0.37,32.39,3,2.52,2.5,1.28,3.6,10.93,
AMBON17-046,ML3.11,20170815,71.744,-164.16,31.24,0.37,32.38,4,,,,,,
AMBON17-046,ML3.11,20170815,71.744,-164.159,21.55,4.82,31.8,5,0.62,0.39,0.43,0.4,1.97,
AMBON17-046,ML3.11,20170815,71.744,-164.159,21.27,4.93,31.81,6,,,,,,
AMBON17-046,ML3.11,20170815,71.744,-164.159,8.33,5.21,31.57,7,0.41,0.61,0.55,0.61,2.2,
AMBON17-046,ML3.11,20170815,71.744,-164.159,9.04,5.19,31.56,8,,,,,,
AMBON17-046,ML3.11,20170815,71.744,-164.159,5.07,5.17,31.55,9,0.55,0.39,0.57,1.62,2.88,-1.89
AMBON17-046,ML3.11,20170815,71.744,-164.159,4.56,5.17,31.55,10,,,,,,
AMBON17-047,ML3.10=DBO4.6,20170816,71.617,-163.766,38.67,0.06,32.32,1,1.77,3.38,1.69,7.86,10.36,-1.3
AMBON17-047,ML3.10=DBO4.6,20170816,71.617,-163.766,38.29,0.06,32.32,2,,,,,,
