Station,Bottle #,Date UTC,data type,sigma-t,sigma-t (2),salinity,salinity (2),depth (m),depth (m),temperature,temperature-2,conductivity-1,conductivity=2,V0,V1,V2,V3,V4,V5,V6,V7,altimeter (m),beam attenuation,beam transmission,fluorescence,oxygen (�mols kg-1),PAR,latitude,longitude,
AMBON2015_065,2,29-Aug-15,mean,25.6523,25.641,31.9383,31.9248,31.355,31.032,-0.4179,-0.4059,2.640463,2.640399,0,2.5906,0.1057,0,1.6063,0,0.4788,0.0098,9.58,4.3144,34.043,0.1817,314.521,1E-12,71.60198,-162.20352,5580
AMBON2015_065,,22:33:58,sdev,,,,,0.313,0.309,0.1338,0.1543,0.007617,0.008052,0,0.0012,0.0033,0,0.0749,0,0.0143,0,0.29,0.1846,1.5888,0.0082,3.109,0,0,0,14
AMBON2015_065,,,min,,,,,30.906,30.588,-0.7315,-0.7144,2.623978,2.624194,0,2.5885,0.1026,0,1.5275,0,0.4493,0.0098,8.99,4.0556,32.3706,0.1739,310.684,1E-12,71.60198,-162.20352,5556
AMBON2015_065,,,max,,,,,31.957,31.628,-0.2876,-0.2165,2.648095,2.649201,0,2.5922,0.1123,0,1.7118,0,0.5079,0.0098,10.16,4.5117,36.2804,0.1983,320.344,1E-12,71.60198,-162.20352,5604
AMBON2015_065,3,29-Aug-15,mean,24.6038,24.6015,30.805,30.8022,20.414,20.205,2.1217,2.1226,2.752003,2.751848,0,2.8236,0.1137,0,3.3911,0,1.0333,0.0635,20.67,1.3202,71.8905,0.2017,328.637,0.0122,71.60166,-162.20363,7893
AMBON2015_065,,22:35:35,sdev,,,,,0.06,0.06,0.003,0.0017,0.0002,0.000114,0,0.0007,0.0043,0,0.0219,0,0.0138,0.0157,0.28,0.026,0.465,0.0109,0.628,0.00384,0,0.00001,14
AMBON2015_065,,,min,,,,,20.319,20.111,2.1157,2.1197,2.751638,2.751645,0,2.8217,0.1062,0,3.3407,0,1.0122,0.044,20.24,1.2976,70.821,0.1831,327.407,0.00755,71.60166,-162.20364,7869
AMBON2015_065,,,max,,,,,20.516,20.305,2.1264,2.1258,2.75233,2.752044,0,2.8242,0.1184,0,3.4103,0,1.0659,0.1038,21.32,1.3801,72.2969,0.2136,329.3,0.0223,71.60166,-162.20362,7917
AMBON2015_065,4,29-Aug-15,mean,24.5837,24.5797,30.7931,30.7888,9.823,9.722,2.2723,2.2802,2.762462,2.762732,0,2.8423,0.1086,0,3.609,0,1.5083,1.044,30.17,1.0709,76.5116,0.1891,328.911,0.911,71.60133,-162.2037,9917
AMBON2015_065,,22:36:59,sdev,,,,,0.349,0.346,0.012,0.0056,0.000738,0.000363,0,0.0004,0.0027,0,0.0119,0,0.0141,0.0275,0.28,0.0132,0.2527,0.0067,0.112,0.0614,0.00001,0,14
AMBON2015_065,,,min,,,,,9.437,9.34,2.2473,2.266,2.760967,2.761721,0,2.8413,0.1038,0,3.5775,0,1.4811,0.9744,29.62,1.0517,75.8442,0.177,328.659,0.761,71.60132,-162.2037,9893
AMBON2015_065,,,max,,,,,10.535,10.427,2.2856,2.2847,2.763293,2.763032,0,2.8425,0.1111,0,3.6264,0,1.5385,1.0708,30.77,1.106,76.8799,0.1953,329.129,0.973,71.60134,-162.2037,9941
AMBON2015_065,5,29-Aug-15,mean,24.5682,24.5667,30.7775,30.7755,6.106,6.043,2.3146,2.3133,2.764366,2.764099,0,2.8596,0.1107,0,3.6832,0,1.7293,1.362,34.59,0.9896,78.0847,0.1942,331.304,1.99,71.60112,-162.20373,11548
AMBON2015_065,,22:38:07,sdev,,,,,0.143,0.142,0.0003,0.0005,0.000022,0.000035,0,0.0003,0.001,0,0.019,0,0.0118,0.0261,0.24,0.0206,0.4021,0.0025,0.178,0.13,0,0.00001,14
AMBON2015_065,,,min,,,,,5.778,5.719,2.314,2.3123,2.7643,2.764025,0,2.8584,0.1099,0,3.6642,0,1.7143,1.337,34.29,0.9624,77.6825,0.1922,331.015,1.87,71.60112,-162.20374,11524
AMBON2015_065,,,max,,,,,6.293,6.229,2.3154,2.3141,2.764407,2.764173,0,2.8608,0.1123,0,3.7082,0,1.7534,1.4347,35.07,1.0102,78.6147,0.1983,331.565,2.37,71.60112,-162.2037,11572
AMBON2015_066,1,30-Aug-15,mean,25.7371,25.7351,32.1618,32.1593,35.05,34.69,1.4324,1.4312,2.806195,2.805893,0,2.4812,0.0699,0,0.3629,0.0716,0.2472,0.0098,4.94,10.2698,7.6733,0.0923,282.63,1E-12,71.48214,-162.60562,3333
AMBON2015_066,,1/26/2007,sdev,,,,,0.24,0.237,0.0006,0.0005,0.000042,0.000032,0,0.0003,0.0016,0,0.0031,0.0007,0.0155,0,0.31,0.0349,0.0669,0.0042,0.179,0,0,0,14
AMBON2015_066,,,min,,,,,34.606,34.25,1.4315,1.4304,2.806134,2.805835,0,2.4811,0.0684,0,0.359,0.0708,0.2247,0.0098,4.49,10.2182,7.5914,0.0884,282.453,1E-12,71.48214,-162.60564,3309
AMBON2015_066,,,max,,,,,35.366,35.002,1.4341,1.4322,2.806317,2.805956,0,2.4823,0.072,0,0.3675,0.0733,0.2821,0.0098,5.64,10.3126,7.7727,0.0976,283.135,1E-12,71.48214,-162.60562,3357
AMBON2015_066,2,30-Aug-15,mean,25.0962,25.1103,31.5688,31.5864,29.42,29.118,3.5864,3.5858,2.932999,2.934432,0,2.6282,0.0635,0,3.5657,0.013,0.5306,0.0098,10.61,1.1491,75.5927,0.0763,283.217,1E-12,71.48186,-162.60614,5181
AMBON2015_066,,1/27/2024,sdev,,,,,0.333,0.33,0.3016,0.6615,0.015478,0.03291,0,0.0162,0.0012,0,0.4334,0.0258,0.0294,0,0.59,0.4972,9.1913,0.0031,9.533,0,0,0.00001,14
AMBON2015_066,,,min,,,,,29.115,28.816,2.7538,1.9869,2.885311,2.848853,0,2.6117,0.0623,0,3.0366,0,0.4762,0.0098,9.52,0.6765,64.3738,0.0732,273.592,1E-12,71.48184,-162.60616,5157
AMBON2015_066,,,max,,,,,30.26,29.949,3.9998,4.1413,2.954578,2.962221,0,2.6569,0.0647,0,3.9829,0.0647,0.5873,0.0098,11.75,1.7619,84.4405,0.0793,301.881,1E-12,71.48186,-162.60614,5205
AMBON2015_066,3,30-Aug-15,mean,24.7116,24.7116,31.1923,31.1924,19.594,19.393,4.4813,4.4823,2.973517,2.973614,0,2.7753,0.0781,0,4.2008,0,1.0039,0.0098,20.08,0.4634,89.061,0.1129,299.539,1E-12,71.48141,-162.6054,7146
AMBON2015_066,,1/28/1946,sdev,,,,,0.058,0.058,0.0057,0.0055,0.001231,0.001213,0,0.0002,0,0,0.0033,0,0.0154,0,0.31,0.0032,0.0709,0,0.372,0,0.00001,0,14
AMBON2015_066,,,min,,,,,19.477,19.278,4.4648,4.4657,2.970205,2.970046,0,2.7741,0.0781,0,4.1941,0,0.9841,0.0098,19.68,0.4604,88.9199,0.1129,299.138,1E-12,71.4814,-162.6054,7122
AMBON2015_066,,,max,,,,,19.681,19.479,4.4864,4.4874,2.974597,2.974666,0,2.7753,0.0781,0,4.2039,0,1.0354,0.0098,20.71,0.4697,89.1271,0.1129,300.331,1E-12,71.48142,-162.6054,7170
AMBON2015_066,4,30-Aug-15,mean,24.6575,24.6556,31.1139,31.1114,12.634,12.505,4.3996,4.399,2.959816,2.959555,0,2.785,0.0702,0,4.1779,0,1.3931,0.0098,27.86,0.4853,88.5754,0.0929,302.19,1E-12,71.48102,-162.60508,9184
AMBON2015_066,,1/30/2011,sdev,,,,,0.361,0.358,0.002,0.0015,0.000235,0.000193,0,0.0004,0.0006,0,0.0037,0,0.0286,0,0.57,0.0036,0.079,0.0015,0.107,0,0.00001,0,14
AMBON2015_066,,,min,,,,,11.84,11.718,4.3976,4.3966,2.959543,2.959277,0,2.7839,0.0696,0,4.1734,0,1.3541,0.0098,27.08,0.4802,88.4797,0.0915,301.933,1E-12,71.48102,-162.60508,9160
AMBON2015_066,,,max,,,,,13.141,13.006,4.4046,4.4016,2.960354,2.95986,0,2.7851,0.0708,0,4.1832,0,1.4518,0.0098,29.04,0.4896,88.6869,0.0945,302.426,1E-12,71.48104,-162.60508,9208
AMBON2015_066,5,30-Aug-15,mean,24.6562,24.6543,31.1111,31.1087,5.623,5.566,4.3903,4.3902,2.958528,2.958303,0,2.7903,0.0715,0,4.1779,0,1.7015,0.2133,34.03,0.4852,88.5764,0.0962,302.257,0.0557,71.4807,-162.60501,11160
AMBON2015_066,,1/31/1933,sdev,,,,,0.157,0.156,0.0015,0.0017,0.000172,0.000188,0,0.0007,0.0033,0,0.0041,0,0.0166,0.0336,0.33,0.004,0.088,0.0082,0.276,0.0117,0,0.00001,14
AMBON2015_066,,,min,,,,,5.402,5.347,4.3884,4.3872,2.95831,2.957953,0,2.7888,0.0684,0,4.1722,0,1.6752,0.1612,33.5,0.4814,88.4538,0.0884,301.801,0.0386,71.4807,-162.60502,11136
AMBON2015_066,,,max,,,,,6.005,5.944,4.3929,4.3931,2.958792,2.958563,0,2.7912,0.0757,0,4.1819,0,1.7399,0.2869,34.8,0.4908,88.661,0.1068,302.641,0.0826,71.4807,-162.605,11184
AMBON2015_067,1,30-Aug-15,mean,25.6702,25.6679,32.0628,32.0598,38.136,37.743,1.2321,1.2309,2.78229,2.781958,0,2.494,0.07,0,0.1502,0.0821,0.2064,0.0098,4.13,13.814,3.1643,0.0924,287.531,1E-12,71.36232,-163.00736,3486
AMBON2015_067,,4/7/2017,sdev,,,,,0.29,0.287,0.0068,0.006,0.000534,0.000491,0,0.0006,0.001,0,0.0036,0.0006,0.0127,0,0.25,0.0942,0.0756,0.0025,0.29,0,0,0.00001,14
AMBON2015_067,,,min,,,,,37.537,37.15,1.2242,1.2254,2.781665,2.781493,0,2.4933,0.0684,0,0.1477,0.0806,0.1893,0.0098,3.79,13.6219,3.112,0.0884,286.741,1E-12,71.36232,-163.00736,3462
AMBON2015_067,,,max,,,,,38.492,38.096,1.2454,1.2445,2.783275,2.782999,0,2.4945,0.0708,0,0.1575,0.083,0.2344,0.0098,4.69,13.8796,3.3191,0.0945,287.82,1E-12,71.36232,-163.00736,3510
AMBON2015_067,2,30-Aug-15,mean,24.8081,24.8042,31.339,31.3345,29.352,29.051,4.6764,4.6796,3.002585,3.002457,0,2.7655,0.0602,0,4.0495,0.0887,0.6164,0.0098,12.33,0.6103,85.8519,0.0681,297.264,1E-12,71.36194,-163.00736,6184
AMBON2015_067,,4/9/2009,sdev,,,,,0.291,0.287,0.0043,0.0052,0.000152,0.000182,0,0.0004,0.001,0,0.0271,0.0009,0.0166,0,0.33,0.0267,0.5744,0.0024,0.145,0,0.00001,0.00001,14
AMBON2015_067,,,min,,,,,28.9,28.603,4.6709,4.6713,3.002344,3.002129,0,2.7643,0.0586,0,4.022,0.0879,0.5934,0.0098,11.87,0.5545,85.2691,0.064,296.976,1E-12,71.36192,-163.00736,6160
AMBON2015_067,,,max,,,,,29.842,29.535,4.6825,4.6857,3.002806,3.002675,0,2.7656,0.0611,0,4.1062,0.0904,0.652,0.0098,13.04,0.6374,87.0557,0.0701,297.563,1E-12,71.36194,-163.00736,6208
AMBON2015_067,3,30-Aug-15,mean,24.7859,24.7841,31.3165,31.3141,20.944,20.729,4.7189,4.7176,3.003762,3.003443,0,2.7765,0.0697,0,4.1414,0,1.0564,0.0098,21.13,0.5203,87.8023,0.0917,297.916,1E-12,71.36163,-163.00744,8079
AMBON2015_067,,4/10/2028,sdev,,,,,0.29,0.287,0.0007,0.0007,0.000087,0.000084,0,0.0004,0.0024,0,0.0028,0,0.0137,0,0.27,0.0027,0.0587,0.0061,0.115,0,0.00001,0.00001,14
AMBON2015_067,,,min,,,,,20.509,20.299,4.7175,4.7165,3.003635,3.003326,0,2.7753,0.0672,0,4.138,0,1.0317,0.0098,20.63,0.5154,87.7289,0.0854,297.769,1E-12,71.36162,-163.00746,8055
AMBON2015_067,,,max,,,,,21.458,21.238,4.7198,4.719,3.003943,3.003619,0,2.7778,0.072,0,4.1465,0,1.0855,0.0098,21.71,0.5237,87.9101,0.0976,298.201,1E-12,71.36164,-163.00744,8103
AMBON2015_067,4,30-Aug-15,mean,24.7751,24.7731,31.3025,31.3,10.378,10.272,4.7152,4.7146,3.001792,3.00152,0,2.7737,0.0665,0,4.1162,0,1.5868,0.0098,31.74,0.5448,87.2676,0.0838,297.778,1E-12,71.36126,-163.00744,10351
AMBON2015_067,,4/12/2003,sdev,,,,,0.074,0.073,0.0002,0.0001,0.000032,0.000025,0,0.0006,0.0007,0,0.001,0,0.014,0,0.28,0.001,0.0209,0.0016,0.296,0,0,0,14
AMBON2015_067,,,min,,,,,10.277,10.172,4.7149,4.7144,3.001744,3.00143,0,2.7729,0.0659,0,4.1148,0,1.5629,0.0098,31.26,0.5438,87.2369,0.0823,297.162,1E-12,71.36126,-163.00744,10327
AMBON2015_067,,,max,,,,,10.575,10.467,4.7155,4.7148,3.00186,3.001554,0,2.7741,0.0672,0,4.1172,0,1.6142,0.0098,32.28,0.5462,87.2887,0.0854,298.14,1E-12,71.36126,-163.00744,10375
AMBON2015_067,5,30-Aug-15,mean,24.7735,24.7712,31.3005,31.2977,5.105,5.053,4.715,4.7156,3.001377,3.001179,0,2.7741,0.0649,0,4.1172,0,1.8431,0.2043,36.86,0.5438,87.2892,0.0799,297.445,0.0525,71.3609,-163.00736,12446
AMBON2015_067,,4/13/1930,sdev,,,,,0.383,0.379,0.0016,0.0009,0.000142,0.000092,0,0.0009,0.0012,0,0.0035,0,0.0179,0.0258,0.36,0.0034,0.0743,0.003,0.402,0.00862,0,0.00001,14
AMBON2015_067,,,min,,,,,4.64,4.592,4.7122,4.7132,3.001148,3.000972,0,2.7729,0.0635,0,4.1026,0,1.8168,0.1587,36.34,0.5414,86.978,0.0762,296.912,0.0378,71.3609,-163.00736,12422
AMBON2015_067,,,max,,,,,5.737,5.678,4.7171,4.7164,3.001589,3.001287,0,2.7753,0.0659,0,4.1197,0,1.8852,0.2552,37.7,0.5581,87.3405,0.0823,298.123,0.0703,71.3609,-163.00736,12470
AMBON2015_068,1,30-Aug-15,mean,25.5685,25.5664,32.083,32.0802,36.435,36.06,2.8656,2.8644,2.917024,2.916696,0,2.5226,0.0726,0,0.1699,0.1467,0.2414,0.0098,4.83,13.3174,3.5823,0.0991,277.345,1E-12,71.24026,-163.40326,3403
AMBON2015_068,,5:43:21,sdev,,,,,0.056,0.055,0.0008,0.0007,0.000042,0.000036,0,0.0002,0.0007,0,0.0033,0.0005,0.0108,0,0.21,0.0781,0.0698,0.0016,0.213,0,0,0,14
AMBON2015_068,,,min,,,,,36.371,35.997,2.864,2.8633,2.916955,2.916617,0,2.5226,0.072,0,0.1648,0.1453,0.2247,0.0098,4.49,13.2355,3.4745,0.0976,277.045,1E-12,71.24024,-163.40326,3379
AMBON2015_068,,,max,,,,,36.622,36.245,2.8671,2.8652,2.917108,2.916767,0,2.5238,0.0733,0,0.1734,0.1477,0.2625,0.0098,5.25,13.4389,3.6557,0.1007,277.738,1E-12,71.24026,-163.40324,3427
AMBON2015_068,2,30-Aug-15,mean,25.0788,25.0766,31.6471,31.6444,28.836,28.54,4.4193,4.4196,3.008017,3.007809,0,2.7362,0.0672,0,3.5845,0.1354,0.6206,0.0098,12.41,1.0982,75.9921,0.0855,294.894,1E-12,71.24005,-163.40335,5255
AMBON2015_068,,5:44:38,sdev,,,,,0.351,0.347,0.0016,0.0007,0.000132,0.000078,0,0.0004,0.0013,0,0.0021,0.0271,0.0133,0,0.27,0.0023,0.0445,0.0031,0.085,0,0.00001,0.00001,14
AMBON2015_068,,,min,,,,,28.487,28.195,4.4165,4.4181,3.007803,3.00766,0,2.735,0.0647,0,3.5824,0.0757,0.5983,0.0098,11.97,1.0937,75.9477,0.0793,294.621,1E-12,71.24004,-163.40336,5231
AMBON2015_068,,,max,,,,,29.639,29.335,4.4223,4.4207,3.008315,3.007948,0,2.7363,0.0684,0,3.5885,0.1551,0.6459,0.0098,12.92,1.1005,76.0772,0.0884,295.002,1E-12,71.24006,-163.40334,5279
AMBON2015_068,3,30-Aug-15,mean,25.0778,25.0756,31.6452,31.6424,20.771,20.558,4.4135,4.4127,3.007029,3.006719,0,2.743,0.0676,0,3.6064,0,1.0119,0.0098,20.24,1.0739,76.455,0.0865,295.636,1E-12,71.23974,-163.40338,7182
AMBON2015_068,,5:45:58,sdev,,,,,0.371,0.367,0.0006,0.0006,0.000096,0.000086,0,0.0006,0.0013,0,0.0042,0,0.0226,0,0.45,0.0046,0.0881,0.0033,0.243,0,0,0.00001,14
AMBON2015_068,,,min,,,,,20.097,19.891,4.4124,4.4118,3.006886,3.006564,0,2.7424,0.0659,0,3.5983,0,0.9707,0.0098,19.41,1.0706,76.2844,0.0823,295.364,1E-12,71.23974,-163.40338,7158
AMBON2015_068,,,max,,,,,21.249,21.031,4.4146,4.4137,3.007189,3.006858,0,2.7436,0.0696,0,3.6093,0,1.0623,0.0098,21.25,1.0828,76.5174,0.0915,295.978,1E-12,71.23974,-163.40338,7206
AMBON2015_068,4,30-Aug-15,mean,25.0779,25.0756,31.6457,31.6427,9.244,9.15,4.4156,4.4148,3.006745,3.00642,0,2.743,0.0676,0,3.611,0,1.5347,0.0293,30.69,1.0687,76.5533,0.0866,294.792,0.0043,71.23942,-163.40366,9474
AMBON2015_068,,5:47:34,sdev,,,,,0.159,0.157,0.0003,0.0003,0.00004,0.000037,0,0.0008,0.0018,0,0.0046,0,0.0199,0.0125,0.4,0.0052,0.0987,0.0045,0.439,0.00273,0,0,14
AMBON2015_068,,,min,,,,,9.065,8.972,4.4149,4.414,3.006663,3.00633,0,2.7424,0.0659,0,3.602,0,1.4945,0.0073,29.89,1.0625,76.362,0.0823,294.422,1E-12,71.23942,-163.40366,9450
AMBON2015_068,,,max,,,,,9.668,9.569,4.4162,4.4152,3.006817,3.006471,0,2.7448,0.0696,0,3.6166,0,1.5751,0.0513,31.5,1.0787,76.6727,0.0915,295.84,0.00925,71.23942,-163.40366,9498
AMBON2015_068,5,30-Aug-15,mean,25.0777,25.0754,31.6454,31.6425,5.418,5.363,4.4152,4.4148,3.006531,3.006246,0,2.7479,0.0692,0,3.6065,0,1.7424,0.2576,34.85,1.0737,76.4588,0.0905,295.247,0.0713,71.23922,-163.4037,10987
AMBON2015_068,,5:48:37,sdev,,,,,0.075,0.075,0.0005,0.0004,0.000036,0.000034,0,0.0007,0.0018,0,0.0075,0,0.0143,0.0163,0.29,0.0083,0.1585,0.0046,0.352,0.00617,0,0,14
AMBON2015_068,,,min,,,,,5.311,5.257,4.4143,4.414,3.006447,3.006154,0,2.7473,0.0672,0,3.5983,0,1.7253,0.2344,34.51,1.0652,76.2844,0.0854,294.851,0.0627,71.2392,-163.40372,10963
AMBON2015_068,,,max,,,,,5.623,5.566,4.4159,4.4156,3.006574,3.006317,0,2.7497,0.072,0,3.6142,0,1.7753,0.2869,35.51,1.0828,76.621,0.0976,296.03,0.0826,71.23922,-163.4037,11011
AMBON2015_069,1,30-Aug-15,mean,25.2966,25.2948,31.898,31.8954,36.133,35.762,4.2336,4.2313,3.014477,3.014069,0,2.7013,0.0805,0,1.7126,0.1521,0.2419,0.0098,4.84,4.0538,36.2962,0.1189,292.098,1E-12,71.1177,-163.80584,3447
AMBON2015_069,,20:07:18,sdev,,,,,0.092,0.091,0.0007,0.0002,0.000034,0.000022,0,0.0008,0.0004,0,0.0021,0.0009,0.0093,0,0.19,0.005,0.0451,0.0009,0.239,0,0,0,14
AMBON2015_069,,,min,,,,,35.95,35.581,4.2323,4.2309,3.014397,3.014033,0,2.6996,0.0781,0,1.7094,0.1514,0.2271,0.0098,4.54,4.047,36.2286,0.1129,291.489,1E-12,71.1177,-163.80584,3423
AMBON2015_069,,,max,,,,,36.303,35.93,4.2345,4.2317,3.014524,3.014129,0,2.7021,0.0806,0,1.7155,0.1538,0.2613,0.0098,5.23,4.0613,36.358,0.119,292.377,1E-12,71.1177,-163.80584,3471
AMBON2015_069,2,30-Aug-15,mean,25.2646,25.2623,31.8613,31.8582,29.572,29.268,4.2622,4.2613,3.013429,3.013091,0,2.7255,0.0636,0,2.5084,0.1562,0.5568,0.0098,11.14,2.5266,53.1723,0.0764,294.436,1E-12,71.11756,-163.80596,5110
AMBON2015_069,,20:08:27,sdev,,,,,0.199,0.197,0.0001,0.0001,0.000041,0.000021,0,0.0006,0.0021,0,0.0129,0.0003,0.0136,0,0.27,0.0206,0.2741,0.0053,0.131,0,0,0.00001,14
AMBON2015_069,,,min,,,,,29.314,29.014,4.2619,4.2611,3.013215,3.013043,0,2.7241,0.0598,0,2.4994,0.1551,0.5311,0.0098,10.62,2.4924,52.9811,0.0671,294.222,1E-12,71.11754,-163.80598,5086
AMBON2015_069,,,max,,,,,30.067,29.758,4.2625,4.2617,3.01348,3.013145,0,2.7265,0.0672,0,2.5299,0.1563,0.5861,0.0098,11.72,2.5409,53.6284,0.0854,294.757,1E-12,71.11756,-163.80596,5134
AMBON2015_069,3,30-Aug-15,mean,25.2526,25.2501,31.8471,31.8439,20.428,20.218,4.2687,4.268,3.012361,3.012024,0,2.7412,0.0656,0,2.7506,0,1.006,0.1577,20.12,2.1577,58.308,0.0816,295.448,0.0376,71.11746,-163.80617,7032
AMBON2015_069,,20:09:47,sdev,,,,,0.053,0.052,0.0001,0.0001,0.000016,0.000016,0,0.0005,0.0024,0,0.0032,0,0.0104,0.011,0.21,0.0046,0.0672,0.0061,0.137,0.00331,0.00001,0.00001,14
AMBON2015_069,,,min,,,,,20.28,20.073,4.2685,4.2677,3.012314,3.011997,0,2.7399,0.0635,0,2.7473,0,0.9915,0.1368,19.83,2.1519,58.2372,0.0762,295.302,0.0314,71.11744,-163.80618,7008
AMBON2015_069,,,max,,,,,20.477,20.267,4.2691,4.2684,3.012391,3.01207,0,2.7424,0.0684,0,2.7546,0,1.0281,0.1758,20.56,2.1626,58.3926,0.0884,295.757,0.0431,71.11746,-163.80616,7056
AMBON2015_069,4,30-Aug-15,mean,25.2492,25.2468,31.8455,31.8424,10.093,9.99,4.2896,4.2886,3.013504,3.013162,0,2.7511,0.0712,0,2.843,0,1.5243,1.5765,30.48,2.0255,60.268,0.0957,296.739,3.32,71.1173,-163.80623,8880
AMBON2015_069,,20:11:04,sdev,,,,,0.278,0.275,0.0002,0.0002,0.00002,0.000018,0,0.0005,0.0015,0,0.009,0,0.0124,0.0216,0.25,0.0127,0.1912,0.0038,0.119,0.174,0,0.00001,14
AMBON2015_069,,,min,,,,,9.595,9.497,4.2893,4.2882,3.013419,3.013127,0,2.7509,0.0684,0,2.8315,0,1.5067,1.5556,30.13,2.0091,60.0238,0.0884,296.484,3.16,71.1173,-163.80624,8856
AMBON2015_069,,,max,,,,,10.543,10.435,4.29,4.2891,3.013551,3.013195,0,2.7521,0.0733,0,2.8547,0,1.5531,1.6264,31.06,2.0417,60.5158,0.1007,296.983,3.74,71.1173,-163.80622,8904
AMBON2015_069,5,30-Aug-15,mean,25.2491,25.2468,31.8456,31.8424,4.884,4.835,4.2912,4.2895,3.013425,3.013012,0,2.7521,0.0702,0,2.8288,0,1.8145,2.4959,36.29,2.0455,59.9673,0.093,297.151,28.3,71.11723,-163.80642,10203
AMBON2015_069,,20:11:59,sdev,,,,,0.307,0.304,0.0005,0.0004,0.000043,0.000047,0,0.001,0.0006,0,0.004,0,0.0174,0.0354,0.35,0.0056,0.0842,0.0015,0.427,2.26,0.00001,0.00002,14
AMBON2015_069,,,min,,,,,4.459,4.414,4.2903,4.2886,3.013346,3.012866,0,2.7509,0.0696,0,2.8266,0,1.7753,2.4237,35.51,2.0348,59.9203,0.0915,296.297,23.9,71.11722,-163.80646,10179
AMBON2015_069,,,max,,,,,5.353,5.299,4.2919,4.2902,3.013495,3.013092,0,2.7534,0.0708,0,2.8364,0,1.8437,2.5336,36.87,2.0486,60.1274,0.0945,297.626,30.8,71.11724,-163.8064,10227
AMBON2015_069,6,30-Aug-15,mean,25.2496,25.2469,31.8458,31.8425,2.206,2.184,4.2877,4.2882,3.013041,3.012791,0,2.7558,0.0696,0,2.8477,0,1.9359,2.9294,38.72,2.0189,60.3678,0.0916,296.842,77.6,71.11718,-163.80645,10696
AMBON2015_069,,20:12:20,sdev,,,,,0.179,0.177,0.001,0.0011,0.000079,0.000088,0,0.0006,0.0002,0,0.0136,0,0.0088,0.0601,0.18,0.019,0.2877,0.0006,0.33,11.3,0,0.00001,14
AMBON2015_069,,,min,,,,,1.865,1.846,4.2863,4.2867,3.012926,3.012668,0,2.7546,0.0696,0,2.8266,0,1.9243,2.873,38.49,1.9937,59.9203,0.0915,296.39,67.5,71.11718,-163.80646,10672
AMBON2015_069,,,max,,,,,2.413,2.389,4.2902,4.2902,3.013251,3.012967,0,2.757,0.0708,0,2.8657,0,1.956,3.0403,39.12,2.0486,60.7488,0.0945,297.579,99.2,71.11718,-163.80644,10720
AMBON2015_070,1,30-Aug-15,mean,25.3206,25.3182,31.9107,31.9076,36.489,36.114,4.0925,4.0918,3.003885,3.003556,0,2.7477,0.0797,0,2.4416,0.1515,0.1412,0.0098,2.82,2.6346,51.7556,0.1168,298.492,1E-12,71.1465,-164.48799,3310
AMBON2015_070,,22:59:23,sdev,,,,,0.176,0.175,0.0001,0.0002,0.000017,0.00002,0,0.0006,0.0036,0,0.0029,0.0005,0.0154,0,0.31,0.0048,0.0622,0.009,0.243,0,0,0.00001,14
AMBON2015_070,,,min,,,,,36.226,35.854,4.0923,4.0914,3.003849,3.003523,0,2.7473,0.0757,0,2.4371,0.1502,0.116,0.0098,2.32,2.6299,51.6605,0.1068,298.183,1E-12,71.1465,-164.488,3286
AMBON2015_070,,,max,,,,,36.884,36.505,4.0929,4.0921,3.003915,3.003602,0,2.7485,0.083,0,2.4444,0.1526,0.1722,0.0098,3.44,2.6419,51.8159,0.1251,298.838,1E-12,71.1465,-164.48798,3334
AMBON2015_070,2,30-Aug-15,mean,25.3209,25.3177,31.911,31.9069,29.995,29.687,4.0923,4.0915,3.003618,3.0032,0,2.758,0.0733,0,2.5911,0.1617,0.4583,0.0098,9.17,2.3968,54.9257,0.1009,299.9,1E-12,71.1463,-164.48821,5266
AMBON2015_070,,23:00:45,sdev,,,,,0.155,0.153,0.0006,0.0002,0.000053,0.000025,0,0.0005,0.0015,0,0.0155,0.0006,0.0175,0,0.35,0.0239,0.3282,0.0037,0.093,0,0,0.00001,14
AMBON2015_070,,,min,,,,,29.834,29.528,4.0915,4.0908,3.003539,3.003143,0,2.757,0.072,0,2.5763,0.16,0.4298,0.0098,8.6,2.3669,54.6123,0.0976,299.656,1E-12,71.1463,-164.48822,5242
AMBON2015_070,,,max,,,,,30.336,30.024,4.0939,4.092,3.003792,3.003239,0,2.7582,0.0757,0,2.6105,0.1624,0.4921,0.0098,9.84,2.4196,55.3373,0.1068,300.033,1E-12,71.1463,-164.4882,5290
AMBON2015_070,3,30-Aug-15,mean,25.3211,25.3186,31.9111,31.9079,19.811,19.608,4.0894,4.0896,3.002934,3.002688,0,2.7621,0.0736,0,2.5641,0,1.0316,0.0098,20.63,2.4388,54.3523,0.1017,300.021,1E-12,71.14604,-164.48795,7355
AMBON2015_070,,23:02:12,sdev,,,,,0.333,0.329,0.002,0.0021,0.000145,0.000158,0,0.0005,0.0022,0,0.0026,0,0.0116,0,0.23,0.0041,0.0557,0.0055,0.103,0,0,0.00001,14
AMBON2015_070,,,min,,,,,19.356,19.158,4.0865,4.0863,3.002711,3.002453,0,2.7619,0.0708,0,2.5617,0,1.0085,0.0098,20.17,2.431,54.3016,0.0945,299.897,1E-12,71.14604,-164.48796,7331
