Station,Bottle #,Date UTC,data type,sigma-t,sigma-t (2),salinity,salinity (2),depth (m),depth (m),temperature,temperature-2,conductivity-1,conductivity=2,V0,V1,V2,V3,V4,V5,V6,V7,altimeter (m),beam attenuation,beam transmission,fluorescence,oxygen (�mols kg-1),PAR,latitude,longitude,
AMBON2015_024,,,min,,,,,10.433,10.326,8.6874,8.6916,3.248392,3.248786,0,2.8462,0.0659,0,4.3199,0,1.3272,0.4847,26.54,0.3414,91.5868,0.0823,279.71,0.184,70.95912,-161.14098,10242
AMBON2015_024,,,max,,,,,10.887,10.776,8.7158,8.7187,3.252517,3.253025,0,2.8474,0.0684,0,4.3309,0,1.4115,0.5189,28.23,0.3515,91.8199,0.0884,280.304,0.206,70.95912,-161.14096,10290
AMBON2015_024,5,16-Aug-15,mean,23.5731,23.5709,30.4059,30.4031,4.708,4.659,8.6643,8.6638,3.245001,3.244681,0,2.8478,0.0627,0,4.3315,0,1.7222,0.8069,34.44,0.3407,91.8342,0.0742,280.127,0.489,70.959,-161.14175,12369
AMBON2015_024,,5/5/2018,sdev,,,,,0.217,0.215,0.0002,0.0002,0.000018,0.000021,0,0.0007,0.0015,0,0.0014,0,0.0189,0.0293,0.38,0.0013,0.029,0.0037,0.376,0.0393,0,0,14
AMBON2015_024,,,min,,,,,4.248,4.205,8.664,8.6634,3.244959,3.244635,0,2.8462,0.0598,0,4.3284,0,1.6996,0.7656,33.99,0.3391,91.7681,0.0671,279.353,0.435,70.959,-161.14176,12345
AMBON2015_024,,,max,,,,,5,4.949,8.6647,8.6642,3.245039,3.244728,0,2.8486,0.0635,0,4.3333,0,1.7595,0.8584,35.19,0.3436,91.8717,0.0762,280.596,0.561,70.959,-161.14174,12393
AMBON2015_025,1,16-Aug-15,mean,25.7385,25.7365,32.1497,32.1471,47.394,46.906,1.2554,1.2544,2.791416,2.791135,0,2.6793,0.0547,0,3.8913,0,0.191,0.0098,3.82,0.7696,82.4986,0.0544,313.608,1E-12,71.07441,-160.73662,3664
AMBON2015_025,,7/20/2007,sdev,,,,,0.133,0.132,0.0002,0.0001,0.000021,0.000013,0,0.0006,0.0012,0,0.0072,0,0.0123,0,0.25,0.0073,0.1514,0.003,0.188,0,0.00001,0.00001,14
AMBON2015_025,,,min,,,,,47.226,46.74,1.2551,1.2542,2.79137,2.79111,0,2.6789,0.0537,0,3.884,0,0.1722,0.0098,3.44,0.7608,82.3432,0.0518,313.318,1E-12,71.0744,-160.73662,3640
AMBON2015_025,,,max,,,,,47.728,47.236,1.2559,1.2547,2.791467,2.791159,0,2.6801,0.0562,0,3.8999,0,0.2149,0.0098,4.3,0.7771,82.6798,0.0579,313.949,1E-12,71.07442,-160.73662,3688
AMBON2015_025,2,16-Aug-15,mean,25.7379,25.7359,32.1489,32.1463,40.554,40.137,1.2552,1.2541,2.791038,2.790747,0,2.679,0.0537,0,3.8785,0,0.5758,0.2272,11.52,0.7828,82.227,0.0517,313.025,0.0603,71.07409,-160.7374,5498
AMBON2015_025,,7/21/2023,sdev,,,,,0.242,0.24,0.0002,0.0001,0.000022,0.000025,0,0.0004,0.0002,0,0.0033,0,0.0117,0.0188,0.23,0.0034,0.0699,0.0004,0.099,0.00658,0.00001,0,14
AMBON2015_025,,,min,,,,,40.237,39.823,1.2548,1.2538,2.790983,2.790669,0,2.6789,0.0525,0,3.8742,0,0.558,0.2002,11.16,0.7784,82.1361,0.0488,312.839,0.0509,71.07408,-160.7374,5474
AMBON2015_025,,,max,,,,,41.037,40.614,1.2556,1.2545,2.79109,2.79079,0,2.6801,0.0537,0,3.8828,0,0.6007,0.2552,12.01,0.7872,82.3173,0.0518,313.281,0.0703,71.0741,-160.7374,5522
AMBON2015_025,3,16-Aug-15,mean,25.7377,25.7357,32.1486,32.146,33.63,33.285,1.2545,1.2536,2.790659,2.790382,0,2.6847,0.0556,0,3.9191,0,0.9245,0.8045,18.49,0.7411,83.0877,0.0566,313.885,0.485,71.07358,-160.73792,8055
AMBON2015_025,,7/23/2010,sdev,,,,,0.213,0.211,0.0002,0.0001,0.000017,0.000016,0,0.0005,0.0014,0,0.0045,0,0.0106,0.0148,0.21,0.0046,0.0958,0.0036,0.125,0.0198,0,0.00001,14
AMBON2015_025,,,min,,,,,33.146,32.806,1.2542,1.2533,2.790617,2.790338,0,2.6838,0.0549,0,3.9158,0,0.9096,0.7851,18.19,0.7333,83.0164,0.0549,313.571,0.459,71.07358,-160.73792,8031
AMBON2015_025,,,max,,,,,33.899,33.551,1.2548,1.2541,2.790681,2.790415,0,2.685,0.0586,0,3.9267,0,0.9463,0.8376,18.93,0.7445,83.2494,0.064,314.135,0.53,71.07358,-160.7379,8079
AMBON2015_025,4,16-Aug-15,mean,25.7201,25.7204,32.1359,32.135,22.019,21.793,1.3723,1.3563,2.798696,2.797327,0,2.7479,0.0704,0,4.0879,0,1.5264,1.6787,30.53,0.5723,86.6678,0.0934,320.138,4.23,71.07325,-160.73844,10445
AMBON2015_025,,7/24/1950,sdev,,,,,0.2,0.198,0.0319,0.0366,0.002312,0.002572,0,0.0014,0.0018,0,0.0084,0,0.0101,0.0122,0.2,0.0082,0.1774,0.0046,0.187,0.122,0.00001,0,14
AMBON2015_025,,,min,,,,,21.618,21.397,1.3101,1.3051,2.794427,2.793791,0,2.746,0.0684,0,4.0757,0,1.5067,1.663,30.13,0.5628,86.4083,0.0884,319.805,4.07,71.07324,-160.73844,10421
AMBON2015_025,,,max,,,,,22.262,22.034,1.4281,1.419,2.802687,2.80186,0,2.7497,0.072,0,4.0977,0,1.5482,1.6996,30.96,0.5843,86.8744,0.0976,320.46,4.44,71.07326,-160.73844,10469
AMBON2015_025,5,16-Aug-15,mean,23.7327,23.7302,30.4946,30.4922,9.289,9.194,8.0363,8.0403,3.201722,3.201827,0,2.8368,0.0542,0,4.3955,0.0847,2.1879,2.2767,43.76,0.2821,93.1901,0.0531,282.224,17,71.07288,-160.73855,12512
AMBON2015_025,,7/26/2016,sdev,,,,,0.103,0.102,0.0057,0.0073,0.000572,0.000705,0,0.0006,0.0006,0,0.0013,0.0013,0.0062,0.0101,0.13,0.0012,0.0279,0.0016,0.235,0.396,0.00001,0.00001,14
AMBON2015_025,,,min,,,,,9.138,9.044,8.0272,8.0253,3.20097,3.200518,0,2.8364,0.0537,0,4.3944,0.0818,2.1795,2.2564,43.59,0.2776,93.1663,0.0518,281.968,16.2,71.07288,-160.73856,12488
AMBON2015_025,,,max,,,,,9.537,9.44,8.0485,8.0494,3.202972,3.202809,0,2.8376,0.0549,0,4.4005,0.0867,2.2027,2.2882,44.05,0.2831,93.2958,0.0549,282.926,17.5,71.0729,-160.73854,12536
AMBON2015_025,6,16-Aug-15,mean,23.7308,23.729,30.4976,30.4951,6.232,6.168,8.0662,8.0648,3.204357,3.204007,0,2.8407,0.0524,0,4.3908,0,2.3071,2.4636,46.14,0.2864,93.0902,0.0485,283.593,26.3,71.07251,-160.73894,14485
AMBON2015_025,,7/27/1938,sdev,,,,,0.486,0.481,0.0026,0.0014,0.000163,0.000067,0,0.0007,0.0012,0,0.0011,0,0.0092,0.0344,0.18,0.001,0.0233,0.003,0.216,2.14,0.00001,0,14
AMBON2015_025,,,min,,,,,5.534,5.477,8.0527,8.058,3.203524,3.203796,0,2.84,0.0513,0,4.3883,0,2.2918,2.4188,45.84,0.2854,93.0368,0.0457,283.097,23.6,71.0725,-160.73894,14461
AMBON2015_025,,,max,,,,,7.092,7.019,8.0692,8.0666,3.20459,3.20413,0,2.8413,0.0537,0,4.3919,0,2.326,2.5311,46.52,0.2887,93.1145,0.0518,283.884,30.7,71.07252,-160.73894,14509
AMBON2015_026,1,18-Aug-15,mean,24.9387,24.9496,31.4112,31.4168,22.901,22.667,3.9342,3.8655,2.947788,2.942657,0,2.6445,0.0528,0.0318,3.7845,0,0.2216,0.2877,4.43,0.881,80.2327,0.0495,288.677,0.0831,70.89149,-159.39553,2705
AMBON2015_026,,20:04:31,sdev,,,,,0.328,0.325,0.1188,0.0724,0.008141,0.005041,0,0.0012,0.0012,0.0491,0.0114,0,0.0089,0.0193,0.18,0.012,0.2413,0.0031,0.738,0.00777,0.00001,0.00001,14
AMBON2015_026,,,min,,,,,22.569,22.338,3.7768,3.7761,2.93702,2.936469,0,2.641,0.0501,0,3.7778,0,0.2039,0.2503,4.08,0.8482,80.0906,0.0427,286.748,0.0685,70.89148,-159.39554,2681
AMBON2015_026,,,max,,,,,23.566,23.324,4.1509,4.0228,2.961142,2.953686,0,2.6459,0.0537,0.1123,3.8156,0,0.2393,0.3162,4.79,0.888,80.8932,0.0518,289.49,0.0949,70.8915,-159.3955,2729
AMBON2015_026,2,18-Aug-15,mean,24.1084,24.1061,30.8948,30.8918,9.934,9.833,7.59,7.5892,3.202472,3.202126,0,2.7936,0.0739,0.0593,3.2874,0,0.9046,1.8656,18.09,1.4445,69.6913,0.1023,279.861,6.58,70.89136,-159.39725,5144
AMBON2015_026,,20:06:12,sdev,,,,,0.257,0.255,0.0005,0.0003,0.000054,0.000039,0,0.0004,0.0006,0.001,0.0185,0,0.0106,0.0454,0.21,0.0226,0.3932,0.0015,0.079,0.692,0,0.00001,14
AMBON2015_026,,,min,,,,,9.486,9.389,7.5893,7.5886,3.202351,3.202052,0,2.7924,0.0733,0.0574,3.2527,0,0.884,1.7973,17.68,1.4257,68.9568,0.1007,279.582,5.58,70.89136,-159.39726,5120
AMBON2015_026,,,max,,,,,10.285,10.18,7.5907,7.5898,3.202554,3.202202,0,2.7937,0.0745,0.0611,3.3028,0,0.928,1.9267,18.56,1.4868,70.0184,0.1037,279.937,7.55,70.89136,-159.39724,5168
AMBON2015_026,3,18-Aug-15,mean,24.1069,24.1051,30.8933,30.8909,3.473,3.437,7.5918,7.5909,3.202211,3.201914,0,2.798,0.072,0.0627,3.2831,0,1.2013,2.8811,24.03,1.4496,69.6015,0.0976,280.329,70.2,70.89134,-159.39819,6588
AMBON2015_026,,20:07:13,sdev,,,,,0.265,0.263,0.001,0.0006,0.000209,0.000047,0,0.0006,0.0013,0.004,0.0124,0,0.0137,0.0907,0.27,0.0151,0.2627,0.0031,0.2,14,0,0.00002,14
AMBON2015_026,,,min,,,,,3.186,3.153,7.5883,7.5888,3.201463,3.201738,0,2.7973,0.0708,0.0574,3.2686,0,1.1722,2.7167,23.44,1.4331,69.2934,0.0945,279.969,47,70.89134,-159.39822,6564
AMBON2015_026,,,max,,,,,4.053,4.011,7.5931,7.5918,3.202366,3.20201,0,2.7985,0.0733,0.0733,3.2967,0,1.2259,2.9878,24.52,1.4673,69.8889,0.1007,280.558,87.9,70.89134,-159.39818,6612
AMBON2015_026,4,18-Aug-15,mean,24.1076,24.1053,30.8941,30.8911,3.949,3.908,7.5917,7.5908,3.202303,3.201952,0,2.7974,0.0702,0.0577,3.3207,0,1.2041,2.8825,24.08,1.404,70.3988,0.093,280.27,69.1,70.89132,-159.39855,6975
AMBON2015_026,,20:07:29,sdev,,,,,0.151,0.15,0.0006,0.0005,0.000031,0.000031,0,0.0005,0.0006,0.0021,0.0055,0,0.0074,0.0247,0.15,0.0066,0.1163,0.0015,0.161,3.86,0,0.00001,14
AMBON2015_026,,,min,,,,,3.734,3.696,7.5906,7.59,3.202247,3.201888,0,2.7961,0.0696,0.0537,3.3101,0,1.1929,2.8278,23.86,1.3962,70.1737,0.0915,279.868,60.8,70.89132,-159.39856,6951
AMBON2015_026,,,max,,,,,4.303,4.26,7.5926,7.5917,3.202377,3.202015,0,2.7985,0.0708,0.0598,3.3272,0,1.2186,2.9109,24.37,1.4168,70.5362,0.0945,280.595,73.6,70.89132,-159.39852,6999
AMBON2015_027,1,18-Aug-15,mean,25.7157,25.7133,32.0846,32.0815,40.888,40.468,0.7508,0.7491,2.745302,2.744924,0,2.8519,0.0469,0,4.1473,0,0.2174,0.0098,4.35,0.5146,87.927,0.0348,343.036,1E-12,70.93147,-159.5072,2971
AMBON2015_027,,21:45:21,sdev,,,,,0.232,0.23,0.0027,0.0008,0.000125,0.0001,0,0.0007,0.0006,0,0.0043,0,0.0061,0,0.12,0.0041,0.0912,0.0015,0.229,0,0.00001,0.00001,14
AMBON2015_027,,,min,,,,,40.636,40.218,0.7471,0.7472,2.745095,2.744753,0,2.851,0.0464,0,4.1392,0,0.2063,0.0098,4.13,0.5013,87.7548,0.0335,342.618,1E-12,70.93146,-159.50722,2947
AMBON2015_027,,,max,,,,,41.381,40.956,0.7558,0.7503,2.745553,2.745058,0,2.8535,0.0476,0,4.1612,0,0.2308,0.0098,4.62,0.5225,88.2208,0.0365,343.516,1E-12,70.93148,-159.50718,2995
AMBON2015_027,2,18-Aug-15,mean,24.9073,24.9075,31.382,31.3814,30.448,30.136,4.0213,4.0137,2.952726,2.952059,0,2.5929,0.0525,0,4.0424,0,0.6893,0.037,13.79,0.6171,85.7029,0.0486,281.037,0.00602,70.93114,-159.50865,5272
AMBON2015_027,,21:46:57,sdev,,,,,0.198,0.196,0.0196,0.039,0.001598,0.002856,0,0.0021,0.0012,0,0.0025,0,0.0108,0.0165,0.22,0.0025,0.0535,0.0032,1.666,0.00379,0,0.00002,14
AMBON2015_027,,,min,,,,,30.251,29.941,3.954,3.9511,2.947404,2.947525,0,2.5885,0.0501,0,4.0317,0,0.6691,0.0159,13.38,0.6132,85.4762,0.0427,277.659,0.00128,70.93114,-159.50868,5248
AMBON2015_027,,,max,,,,,30.956,30.639,4.0514,4.0639,2.955174,2.955805,0,2.5958,0.0537,0,4.0464,0,0.7131,0.0733,14.26,0.6277,85.7869,0.0518,282.866,0.0145,70.93114,-159.50864,5296
AMBON2015_027,3,18-Aug-15,mean,24.191,24.1885,31.0397,31.0365,19.997,19.793,7.8169,7.8174,3.235438,3.235179,0,2.6317,0.0556,0.0933,4.0282,0,1.242,0.731,24.84,0.6315,85.4012,0.0566,259.675,0.395,70.93084,-159.50986,7263
AMBON2015_027,,21:48:20,sdev,,,,,0.094,0.092,0.0585,0.0295,0.003888,0.002101,0,0.0018,0.0019,0.0013,0.0438,0,0.0075,0.0112,0.15,0.0433,0.9287,0.0046,0.454,0.0125,0,0.00001,14
AMBON2015_027,,,min,,,,,19.869,19.666,7.6884,7.757,3.2272,3.230759,0,2.6288,0.0537,0.0904,3.9939,0,1.2283,0.7057,24.57,0.5724,84.6735,0.0518,259.106,0.367,70.93084,-159.50988,7239
AMBON2015_027,,,max,,,,,20.167,19.961,7.895,7.8675,3.240919,3.238866,0,2.6337,0.0574,0.0952,4.0879,0,1.2576,0.7473,25.15,0.6655,86.6673,0.061,260.504,0.413,70.93084,-159.50984,7287
AMBON2015_027,4,18-Aug-15,mean,23.7797,23.7774,30.5765,30.5735,11.211,11.096,8.1587,8.1584,3.219716,3.219405,0,2.82,0.0794,0,3.7281,0,1.6845,1.5944,33.69,0.9411,79.0363,0.1159,280.065,3.47,70.93047,-159.5114,9590
AMBON2015_027,,21:49:57,sdev,,,,,0.128,0.126,0.0005,0.0004,0.000055,0.000051,0,0.0008,0,0,0.0055,0,0.0068,0.0133,0.14,0.0059,0.1166,0,0.345,0.108,0.00001,0.00001,14
AMBON2015_027,,,min,,,,,11.034,10.921,8.1579,8.1577,3.219575,3.219308,0,2.8181,0.0794,0,3.7192,0,1.674,1.569,33.48,0.9362,78.8477,0.1159,279.34,3.26,70.93046,-159.51142,9566
AMBON2015_027,,,max,,,,,11.433,11.317,8.1595,8.1591,3.219812,3.219493,0,2.8217,0.0794,0,3.7326,0,1.6984,1.6105,33.97,0.9506,79.1325,0.1159,280.548,3.6,70.93048,-159.51138,9614
AMBON2015_027,5,18-Aug-15,mean,23.7795,23.777,30.5769,30.5738,5.633,5.575,8.1621,8.1623,3.219803,3.219531,0,2.8189,0.0741,0,3.7382,0,1.9587,2.1812,39.18,0.9301,79.2525,0.1029,279.067,13.6,70.93018,-159.51255,11484
AMBON2015_027,,21:51:16,sdev,,,,,0.046,0.046,0.0003,0.0005,0.000032,0.000054,0,0.0011,0.0019,0,0.003,0,0.0064,0.0028,0.13,0.0032,0.0638,0.0048,0.389,0.0888,0,0.00001,14
AMBON2015_027,,,min,,,,,5.546,5.489,8.1616,8.1617,3.219742,3.219457,0,2.8168,0.072,0,3.7314,0,1.9487,2.177,38.97,0.927,79.1066,0.0976,278.551,13.5,70.93018,-159.51256,11460
AMBON2015_027,,,max,,,,,5.797,5.738,8.1627,8.1633,3.219867,3.219642,0,2.8205,0.0781,0,3.7411,0,1.9744,2.1856,39.49,0.9375,79.3138,0.1129,279.915,13.8,70.93018,-159.51254,11508
AMBON2015_028,1,19-Aug-15,mean,26.1168,26.1146,32.4656,32.4629,51.325,50.796,-1.6338,-1.6346,2.584024,2.583762,0,1.9437,0.0684,0,3.8099,0,0.2349,0.0098,4.7,0.8542,80.7711,0.0883,226.333,1E-12,71.06297,-159.88431,3957
AMBON2015_028,,0:22:37,sdev,,,,,0.26,0.258,0.0003,0.0002,0.000027,0.000026,0,0.0003,0.0012,0,0.0069,0,0.0076,0,0.15,0.0073,0.1466,0.003,0.177,0,0.00001,0.00001,14
AMBON2015_028,,,min,,,,,50.783,50.259,-1.6342,-1.6349,2.583931,2.583653,0,1.9426,0.0672,0,3.801,0,0.221,0.0098,4.42,0.8367,80.5825,0.0854,225.849,1E-12,71.06296,-159.88434,3933
AMBON2015_028,,,max,,,,,51.63,51.098,-1.6333,-1.634,2.584087,2.583818,0,1.9438,0.0696,0,3.8266,0,0.2515,0.0098,5.03,0.8636,81.1263,0.0915,226.62,1E-12,71.06298,-159.8843,3981
AMBON2015_028,2,19-Aug-15,mean,26.0763,26.0743,32.4164,32.4139,40.313,39.898,-1.6122,-1.613,2.581683,2.581435,0,1.9968,0.0657,0,3.9706,0,0.7693,0.0098,15.39,0.6888,84.18,0.0818,234.005,1E-12,71.06293,-159.88483,5754
AMBON2015_028,,0:23:52,sdev,,,,,0.212,0.21,0.0005,0.0004,0.000046,0.000041,0,0.0006,0.0011,0,0.0031,0,0.0113,0,0.23,0.0032,0.0665,0.0028,0.12,0,0.00001,0.00001,14
AMBON2015_028,,,min,,,,,40.091,39.679,-1.6132,-1.6138,2.581617,2.581324,0,1.9963,0.0647,0,3.9683,0,0.7387,0.0098,14.77,0.6826,84.1298,0.0793,233.749,1E-12,71.06292,-159.88484,5730
AMBON2015_028,,,max,,,,,40.837,40.417,-1.6116,-1.6124,2.581779,2.581554,0,1.9976,0.0672,0,3.9768,0,0.7875,0.0098,15.75,0.6912,84.311,0.0854,234.28,1E-12,71.06294,-159.8848,5778
AMBON2015_028,3,19-Aug-15,mean,26.0624,26.0601,32.3996,32.3968,30.529,30.216,-1.6001,-1.601,2.580982,2.580714,0,2.0247,0.086,0,3.9365,0,1.326,0.0302,26.52,0.7234,83.4561,0.1326,238.482,0.00453,71.06298,-159.88566,7938
AMBON2015_028,,0:25:23,sdev,,,,,0.396,0.392,0.0006,0.0007,0.000012,0.000016,0,0.0005,0.0038,0,0.0015,0,0.027,0.0181,0.54,0.0016,0.0328,0.0094,0.134,0.00406,0,0.00004,14
AMBON2015_028,,,min,,,,,29.754,29.449,-1.6014,-1.6019,2.580949,2.580671,0,2.0244,0.0806,0,3.9328,0,1.265,0.0098,25.3,0.7221,83.3789,0.119,238.308,1E-12,71.06298,-159.88572,7914
AMBON2015_028,,,max,,,,,31.008,30.69,-1.5991,-1.5998,2.581006,2.580751,0,2.0256,0.0904,0,3.9377,0,1.3675,0.0647,27.35,0.7271,83.4825,0.1434,238.756,0.0125,71.06298,-159.88562,7962
AMBON2015_028,4,19-Aug-15,mean,26.0548,26.053,32.3911,32.3888,28.443,28.151,-1.5678,-1.5714,2.582834,2.582381,0,2.1568,0.2178,0.0605,3.6489,0,1.4223,0.0773,28.45,1.027,77.3571,0.462,257.342,0.0156,71.06264,-159.88656,12569
AMBON2015_028,,0:28:36,sdev,,,,,0.109,0.108,0.002,0.0056,0.000161,0.000374,0,0.0006,0.0029,0.0007,0.0134,0,0.0085,0.0203,0.17,0.0147,0.2842,0.0073,0.329,0.0051,0,0.00001,14
AMBON2015_028,,,min,,,,,28.154,27.865,-1.5723,-1.5836,2.582426,2.581577,0,2.1563,0.2137,0.0598,3.6203,0,1.4103,0.0305,28.21,0.9862,76.7504,0.4517,257.012,0.0045,71.06264,-159.88656,12545
AMBON2015_028,,,max,,,,,28.608,28.315,-1.5648,-1.5649,2.583014,2.582836,0,2.1575,0.221,0.0623,3.6862,0,1.4432,0.1258,28.86,1.0584,78.1486,0.47,258.065,0.0283,71.06266,-159.88656,12593
AMBON2015_028,5,19-Aug-15,mean,25.6834,25.6926,31.958,31.9685,21.161,20.945,-0.8442,-0.8672,2.607835,2.606799,0,3.4806,0.0499,0,4.4764,0,1.834,0.3612,36.68,0.2091,94.9064,0.0422,463.784,0.115,71.0624,-159.88663,14155
AMBON2015_028,,0:29:42,sdev,,,,,0.178,0.176,0.0178,0.0334,0.000703,0.001215,0,0.0089,0.0005,0,0.0021,0,0.005,0.013,0.1,0.0019,0.0445,0.0012,4.09,0.00615,0,0.00001,14
AMBON2015_028,,,min,,,,,20.869,20.655,-0.8705,-0.9223,2.606796,2.604567,0,3.4664,0.0488,0,4.4737,0,1.8278,0.3272,36.56,0.2061,94.8493,0.0396,456.083,0.0997,71.0624,-159.88664,14131
AMBON2015_028,,,max,,,,,21.52,21.299,-0.823,-0.8295,2.608644,2.608157,0,3.4957,0.0501,0,4.4799,0,1.8462,0.3834,36.92,0.2115,94.9788,0.0427,469.877,0.126,71.0624,-159.88662,14179
AMBON2015_028,6,19-Aug-15,mean,24.0512,24.0501,30.7032,30.7015,10.287,10.182,6.8815,6.879,3.126095,3.125732,0,2.8713,0.0508,0,4.4413,0,2.3988,0.7723,47.98,0.2406,94.1618,0.0444,295.161,0.443,71.06218,-159.88655,15817
AMBON2015_028,,0:30:51,sdev,,,,,0.036,0.036,0.0076,0.0064,0.000282,0.00027,0,0.0006,0.0006,0,0.0014,0,0.0016,0.0056,0.03,0.0013,0.0309,0.0015,0.256,0.0069,0.00001,0,14
AMBON2015_028,,,min,,,,,10.19,10.086,6.8675,6.8666,3.125599,3.125245,0,2.8706,0.0501,0,4.4396,0,2.3968,0.7619,47.94,0.2389,94.1243,0.0427,294.656,0.43,71.06216,-159.88656,15793
AMBON2015_028,,,max,,,,,10.387,10.281,6.9007,6.8938,3.12684,3.126348,0,2.8718,0.0513,0,4.4432,0,2.4017,0.7802,48.03,0.2422,94.202,0.0457,295.471,0.453,71.06218,-159.88654,15841
AMBON2015_028,7,19-Aug-15,mean,24.0104,24.0081,30.6672,30.6642,4.867,4.818,6.9787,6.9777,3.130545,3.130183,0,2.861,0.0517,0,4.4278,0,1.9207,0.9877,38.41,0.2528,93.8749,0.0468,292.595,0.789,71.06195,-159.88672,17440
AMBON2015_028,,0:31:59,sdev,,,,,0.284,0.281,0.0007,0.0005,0.000069,0.000068,0,0.0005,0.0007,0,0.0029,0,1.0551,0.0283,21.1,0.0026,0.0618,0.0017,0.209,0.0574,0.00001,0.00001,14
AMBON2015_028,,,min,,,,,4.351,4.306,6.9766,6.9768,3.130421,3.13006,0,2.8608,0.0501,0,4.4249,0,0.2796,0.9451,5.59,0.2466,93.8136,0.0427,292.406,0.705,71.06194,-159.88672,17416
AMBON2015_028,,,max,,,,,5.299,5.245,6.9795,6.9787,3.130662,3.1303,0,2.862,0.0525,0,4.4347,0,2.7692,1.0281,55.38,0.2554,94.0207,0.0488,293.083,0.873,71.06196,-159.88668,17464
AMBON2015_029,1,19-Aug-15,mean,26.1216,26.1191,32.471,32.4679,49.859,49.344,-1.6502,-1.6506,2.583052,2.582796,0,1.9716,0.0727,0,3.7011,0,0.233,0.0098,4.66,0.9701,78.4651,0.0992,230.821,1E-12,71.19226,-160.27116,3855
AMBON2015_029,,3/26/1956,sdev,,,,,0.116,0.115,0.0002,0.0001,0.00002,0.000012,0,0.0005,0.0007,0,0.0125,0,0.006,0,0.12,0.0136,0.2665,0.0016,0.218,0,0,0,14
AMBON2015_029,,,min,,,,,49.715,49.203,-1.6506,-1.651,2.58301,2.582772,0,1.9707,0.072,0,3.6838,0,0.2234,0.0098,4.47,0.9532,78.0968,0.0976,230.504,1E-12,71.19226,-160.27116,3831
AMBON2015_029,,,max,,,,,50.102,49.585,-1.6497,-1.6504,2.583103,2.582815,0,1.9719,0.0733,0,3.7167,0,0.243,0.0098,4.86,0.9889,78.7959,0.1007,231.292,1E-12,71.19226,-160.27116,3879
AMBON2015_029,2,19-Aug-15,mean,26.1213,26.1188,32.4707,32.4676,41.728,41.298,-1.6506,-1.6511,2.582638,2.582374,0,1.9698,0.0738,0,3.7234,0,0.6049,0.0098,12.1,0.9461,78.937,0.1021,229.859,1E-12,71.1922,-160.27166,5732
AMBON2015_029,,3/28/2014,sdev,,,,,0.088,0.086,0.0002,0.0001,0.000018,0.000015,0,0.0005,0.0011,0,0.0165,0,0.0075,0,0.15,0.0177,0.3488,0.0028,0.255,0,0,0,14
AMBON2015_029,,,min,,,,,41.504,41.077,-1.6509,-1.6514,2.582612,2.582333,0,1.9695,0.072,0,3.7057,0,0.5946,0.0098,11.89,0.9179,78.5629,0.0976,229.591,1E-12,71.1922,-160.27168,5708
AMBON2015_029,,,max,,,,,41.857,41.426,-1.6504,-1.6508,2.582695,2.582408,0,1.9707,0.0757,0,3.7497,0,0.6239,0.0098,12.48,0.9651,79.495,0.1068,230.345,1E-12,71.1922,-160.27166,5756
AMBON2015_029,3,19-Aug-15,mean,25.9564,25.9527,32.2692,32.2646,30.372,30.061,-1.599,-1.5989,2.571608,2.571284,0,2.4089,0.21,0,4.0394,0,1.2418,0.0098,24.84,0.6201,85.6395,0.4425,295.801,1E-12,71.19215,-160.27208,7597
AMBON2015_029,,3/29/1932,sdev,,,,,0.074,0.073,0.0012,0.0022,0.000154,0.000264,0,0.0025,0.0074,0,0.0129,0,0.0032,0,0.06,0.0128,0.2738,0.0186,0.707,0,0.00001,0.00001,14
AMBON2015_029,,,min,,,,,30.17,29.861,-1.6007,-1.6015,2.571319,2.570793,0,2.4042,0.2063,0,4.0244,0,1.2369,0.0098,24.74,0.6036,85.3209,0.4334,294.733,1E-12,71.19214,-160.27208,7573
AMBON2015_029,,,max,,,,,30.475,30.162,-1.5962,-1.5944,2.571818,2.571613,0,2.4127,0.2393,0,4.0562,0,1.2503,0.0098,25.01,0.635,85.9941,0.5158,297.201,1E-12,71.19216,-160.27208,7621
AMBON2015_029,4,19-Aug-15,mean,25.6794,25.6767,31.9476,31.9442,19.918,19.714,-0.9894,-0.99,2.595578,2.595285,0,3.3863,0.0643,0,4.4134,0,1.7299,0.0098,34.6,0.2659,93.5695,0.0783,442.492,1E-12,71.19204,-160.27267,9662
AMBON2015_029,,3/30/1958,sdev,,,,,0.079,0.078,0.0042,0.0061,0.000131,0.000242,0,0.0014,0.0011,0,0.0079,0,0.0059,0,0.12,0.0071,0.1666,0.0029,0.153,0,0,0.00001,14
AMBON2015_029,,,min,,,,,19.74,19.538,-0.9955,-0.9984,2.595369,2.59494,0,3.3834,0.0635,0,4.3858,0,1.7216,0.0098,34.43,0.261,92.985,0.0762,441.995,1E-12,71.19204,-160.27268,9638
AMBON2015_029,,,max,,,,,20.038,19.833,-0.9828,-0.9776,2.595807,2.595805,0,3.3883,0.0659,0,4.4188,0,1.7436,0.0098,34.87,0.2909,93.6841,0.0823,442.688,1E-12,71.19204,-160.27266,9686
AMBON2015_029,5,19-Aug-15,mean,24.972,24.9449,31.1409,31.1152,10.823,10.713,0.4422,0.5733,2.646433,2.654685,0,4.0367,0.044,0,4.5323,0,2.2352,0.1624,44.7,0.1595,96.0911,0.0274,513.029,0.039,71.19188,-160.27336,12361
