Cruise,eventDate,locationID,decimalLatitude,decimalLongitude,maximumDepthInMeters,samplingProtocol,Haul,Quantitative,Distance,Width,SST,BT,SSS,Bsal
AMBON17,2017-08-15T17:27-08:00,ML3.13,71.9935,-164.95495,42,PSBTA,51,Quantitative,247.6452172,2.257,5.5669,2.8444,31.7928,32.6776
AMBON17,2017-08-15T12:51-08:00,ML3.14,72.120605,-165.354,46,IKMT,16,Quantitative,1716.430488,,5.8188,3.4846,32.0008,32.6483
AMBON17,2017-08-15T13:45-08:00,ML3.14,72.11971,-165.35945,46,PSBTA,49,Non-Quantitative,215.9121702,2.257,5.8188,3.4846,32.0008,32.6483
AMBON17,2017-08-15T14:14-08:00,ML3.14,72.1194,-165.362,46,PSBTA,50,Quantitative,278.7438645,2.257,5.8188,3.4846,32.0008,32.6483
AMBON17,2017-08-17T04:30-08:00,ML3.2,70.57819,-160.81695,29,PSBTA,64,Non-Quantitative,151.7211005,2.257,6.5929,5.2327,31.6604,32.0963
AMBON17,2017-08-17T04:56-08:00,ML3.2,70.578555,-160.81905,29,PSBTA,65,Quantitative,177.1381556,2.257,6.5929,5.2327,31.6604,32.0963
AMBON17,2017-08-17T01:51-08:00,ML3.3,70.71505,-161.1836,44,PSBTA,63,Quantitative,154.2830188,2.257,3.7848,3.0011,32.2259,32.2718
AMBON17,2017-08-16T19:20-08:00,ML3.5,70.97301,-161.8996,47,PSBTA,61,Non-Quantitative,268.926919,2.257,8.5914,2.4563,30.7005,32.1347
AMBON17,2017-08-16T19:43-08:00,ML3.5,70.96835,-161.91665,47,PSBTA,62,Quantitative,300.6580258,2.257,8.5914,2.4563,30.7005,32.1347
AMBON17,2017-08-16T15:06-08:00,ML3.6,71.10687,-162.2473,47,IKMT,19,Quantitative,1726.892283,,7.8285,0.5331,30.9437,32.0928
AMBON17,2017-08-16T15:51-08:00,ML3.6,71.10649,-162.2467,47,PSBTA,59,Non-Quantitative,288.7221035,2.257,7.8285,0.5331,30.9437,32.0928
AMBON17,2017-08-16T16:16-08:00,ML3.6,71.099655,-162.26615,47,PSBTA,60,Quantitative,210.4793732,2.257,7.8285,0.5331,30.9437,32.0928
AMBON17,2017-08-16T12:09-08:00,ML3.7,71.23883,-162.63515,47,PSBTA,58,Quantitative,246.1163605,2.257,5.2153,0.5111,31.1925,32.2605
AMBON17,2017-08-16T07:49-08:00,ML3.8,71.36249,-163.0281,47,IKMT,18,Quantitative,1101.955006,,5.1399,0.5678,31.1883,32.251
AMBON17,2017-08-16T08:46-08:00,ML3.8,71.36312,-162.9889,47,PSBTA,56,Non-Quantitative,128.388464,2.257,5.1399,0.5678,31.1883,32.251
AMBON17,2017-08-16T09:05-08:00,ML3.8,71.362255,-162.99765,47,PSBTA,57,Quantitative,281.8578789,2.257,5.1399,0.5678,31.1883,32.251
AMBON17,2017-08-16T05:19-08:00,ML3.9,71.491935,-163.40275,44,PSBTA,55,Quantitative,116.4707103,2.257,5.2959,0.1063,31.2555,32.2368
AMBON17,2017-08-12T11:29-08:00,ML4.1,70.892545,-159.3922,29,IKMT,10,Quantitative,1242.701325,,10.0673,9.411,30.5412,30.5367
AMBON17,2017-08-12T12:12-08:00,ML4.1,70.88898,-159.40315,29,PSBTA,34,Quantitative,248.8418327,2.257,10.0673,9.411,30.5412,30.5367
AMBON17,2017-08-13T12:37-08:00,ML4.10,71.97991,-162.5355,33,PSBTA,41,Non-Quantitative,32.284,2.257,3.8581,0.2321,30.1486,31.6532
AMBON17,2017-08-13T12:56-08:00,ML4.10,71.9812,-162.5342,33,PSBTA,42,Non-Quantitative,185.751,2.257,3.8581,0.2321,30.1486,31.6532
AMBON17,2017-08-13T15:43-08:00,ML4.11,72.10588,-162.9302,40,IKMT,13,Quantitative,1705.833099,,4.7892,0.1264,31.3508,32.4073
AMBON17,2017-08-13T16:44-08:00,ML4.11,72.11291,-162.91445,40,PSBTA,43,Quantitative,504.2751066,2.257,4.7892,0.1264,31.3508,32.4073
AMBON17,2017-08-13T20:00-08:00,ML4.12,72.238265,-163.3181,41,PSBTA,44,Quantitative,177.9589739,2.257,5.1064,2.335,31.4431,32.6453
AMBON17,2017-08-13T23:02-08:00,ML4.13,72.364095,-163.7243,45,PSBTA,45,Quantitative,165.3569087,2.257,6.1747,2.1516,31.7907,32.5812
AMBON17,2017-08-14T01:54-08:00,ML4.14,72.49651,-164.10215,50,IKMT,14,Quantitative,1421.773367,,5.1661,1.4197,31.1059,32.5223
AMBON17,2017-08-14T02:35-08:00,ML4.14,72.49645,-164.10505,50,PSBTA,46,Quantitative,170.5380136,2.257,5.1661,1.4197,31.1059,32.5223
AMBON17,2017-08-12T09:46-08:00,ML4.2,70.93169,-159.5012,46,PSBTA,33,Quantitative,243.6494266,2.257,9.2222,7.7359,30.5424,31.6159
AMBON17,2017-08-12T06:28-08:00,ML4.3,71.060965,-159.88235,57,PSBTA,31,Non-Quantitative,162.2164579,2.257,5.5965,2.1011,31.3174,32.6004
AMBON17,2017-08-12T06:46-08:00,ML4.3,71.063305,-159.8852,57,PSBTA,32,Non-Quantitative,306.9117062,2.257,5.5965,2.1011,31.3174,32.6004
AMBON17,2017-08-12T19:14-08:00,ML4.5,71.322075,-160.66655,49,PSBTA,35,Non-Quantitative,207.8682483,2.257,4.8976,0.504,30.8658,32.1544
AMBON17,2017-08-12T19:38-08:00,ML4.5,71.322525,-160.6632,49,PSBTA,36,Quantitative,219.7020713,2.257,4.8976,0.504,30.8658,32.1544
AMBON17,2017-08-12T22:49-08:00,ML4.6,71.45332,-161.04185,47,IKMT,11,Quantitative,1246.745235,,5.0551,0.6295,31.147,32.224
AMBON17,2017-08-12T23:30-08:00,ML4.6,71.45603,-161.0369,47,PSBTA,37,Quantitative,184.4696556,2.257,5.0551,0.6295,31.147,32.224
AMBON17,2017-08-13T02:32-08:00,ML4.7,71.589615,-161.40085,47,PSBTA,38,Quantitative,202.1452821,2.257,4.8758,0.3417,31.2263,32.2967
AMBON17,2017-08-13T05:11-08:00,ML4.8,71.71717,-161.78115,45,IKMT,12,Quantitative,545.7908242,,4.3529,0.1256,30.5238,32.1182
AMBON17,2017-08-13T05:48-08:00,ML4.8,71.722755,-161.77325,45,PSBTA,39,Quantitative,173.0202572,2.257,4.3529,0.1256,30.5238,32.1182
AMBON17,2017-08-13T09:53-08:00,ML4.9,71.85021,-162.16445,43,PSBTA,40,Quantitative,159.7485482,2.257,4.1063,-0.2089,30.3795,31.9031
AMBON17,2017-08-20T10:15-08:00,ML5.1,70.649585,-165.9953,42,IKMT,28,Quantitative,1442.29665,,7.7306,4.3827,31.7332,32.1902
AMBON17,2017-08-20T11:00-08:00,ML5.1,70.64796,-165.99495,42,PSBTA,88,Quantitative,235.7289081,2.257,7.7306,4.3827,31.7332,32.1902
AMBON17,2017-08-14T23:15-08:00,ML5.10,71.60305,-162.2035,45,PSBTA,47,Quantitative,164.7327,2.257,5.0072,0.5936,31.3083,32.242
AMBON17,2017-08-20T07:35-08:00,ML5.2,70.773255,-165.62355,42,PSBTA,87,Quantitative,166.4080171,2.257,7.2745,4.0923,31.9153,32.4585
AMBON17,2017-08-20T01:50-08:00,ML5.4,71.022205,-164.87515,36,IKMT,27,Quantitative,1578.834541,,7.1502,3.8913,31.9496,32.3818
AMBON17,2017-08-20T02:52-08:00,ML5.4,71.023645,-164.88145,36,PSBTA,84,Non-Quantitative,170.9855366,2.257,7.1502,3.8913,31.9496,32.3818
AMBON17,2017-08-20T02:43-08:00,ML5.4,71.021585,-164.87165,36,PSBTA,85,Non-Quantitative,181.9422897,2.257,7.1502,3.8913,31.9496,32.3818
AMBON17,2017-08-20T03:14-08:00,ML5.4,71.02231,-164.87545,36,PSBTA,86,Non-Quantitative,174.9794031,2.257,7.1502,3.8913,31.9496,32.3818
AMBON17,2017-08-19T22:23-08:00,ML5.5,71.14619,-164.4856,43,IKMT,26,Quantitative,1676.57909,,6.1284,4.0898,31.9269,32.6207
AMBON17,2017-08-19T23:20-08:00,ML5.5,71.148365,-164.48455,43,PSBTA,83,Quantitative,154.5809815,2.257,6.1284,4.0898,31.9269,32.6207
AMBON17,2017-08-19T19:37-08:00,ML5.6,71.11846,-163.80485,44,PSBTA,82,Quantitative,123.0257034,2.257,5.8582,1.3539,31.7033,32.4873
AMBON17,2017-08-19T16:46-08:00,ML5.7,71.241105,-163.40265,45,PSBTA,81,Quantitative,269.3696809,2.257,6.0627,1.3324,31.6967,32.4556
AMBON17,2017-08-15T02:11-08:00,ML5.9,71.47438,-162.61105,45,IKMT,15,Quantitative,3098.465533,,5.0415,0.7973,31.2861,32.1856
AMBON17,2017-08-15T02:47-08:00,ML5.9,71.48282,-162.6011,45,PSBTA,48,Quantitative,146.9658292,2.257,5.0415,0.7973,31.2861,32.1856
AMBON17,2017-08-09T10:14-08:00,ML6.1,70.086355,-163.9484,33,IKMT,5,Quantitative,1888.769192,,9.879,4.4455,30.5561,31.271
AMBON17,2017-08-09T11:08-08:00,ML6.1,70.087585,-163.9465,33,PSBTA,18,Quantitative,242.7718062,2.257,9.879,4.4455,30.5561,31.271
AMBON17,2017-08-11T21:19-08:00,ML4.4,71.191905,-160.2716,55,PSBTA,29,Quantitative,416.1972436,2.257,5.0473,0.3712,31.0707,32.3041
AMBON17,2017-08-12T01:37-08:00,ML6.11,71.35831,-159.69895,51,IKMT,9,Quantitative,1235.469465,,3.8178,0.1478,30.408,32.3177
AMBON17,2017-08-12T02:15-08:00,ML6.11,71.359865,-159.69235,51,PSBTA,30,Quantitative,285.9296074,2.257,3.8178,0.1478,30.408,32.3177
AMBON17,2017-08-09T14:23-08:00,ML1.3,70.26868,-163.39985,32,IKMT,6,Quantitative,1756.756972,,9.696,3.9112,29.9632,31.1466
AMBON17,2017-08-09T15:17-08:00,ML1.3,70.270295,-163.39585,32,PSBTA,19,Non-Quantitative,279.2334858,2.257,9.696,3.9112,29.9632,31.1466
AMBON17,2017-08-09T15:48-08:00,ML1.3,70.270315,-163.3958,32,PSBTA,20,Non-Quantitative,319.1503729,2.257,9.696,3.9112,29.9632,31.1466
AMBON17,2017-08-09T19:11-08:00,ML6.3,70.388685,-163.0197,33,PSBTA,21,Quantitative,305.7743568,2.257,9.4616,4.3888,30.8929,31.3304
AMBON17,2017-08-09T21:41-08:00,ML6.4,70.510285,-162.652,36,IKMT,7,Quantitative,1516.600435,,9.4724,4.5352,31.0089,31.3795
AMBON17,2017-08-09T22:26-08:00,ML6.4,70.50866,-162.64825,36,PSBTA,22,Non-Quantitative,267.4929193,2.257,9.4724,4.5352,31.0089,31.3795
AMBON17,2017-08-09T22:52-08:00,ML6.4,70.51002,-162.64955,37,PSBTA,23,Quantitative,296.6297012,2.257,9.4724,4.5352,31.0089,31.3795
AMBON17,2017-08-10T01:41-08:00,ML6.5,70.626955,-162.24715,40,PSBTA,24,Quantitative,272.7393416,2.257,9.1696,5.1359,31.2232,31.5331
AMBON17,2017-08-10T04:27-08:00,ML6.6,70.74244,-161.938,42,PSBTA,25,Quantitative,323.695,2.257,8.9276,4.3549,31.3348,31.7822
AMBON17,2017-08-10T08:19-08:00,ML6.7,70.845845,-161.5327,42,PSBTA,26,Quantitative,243.4401774,2.257,7.8055,4.7555,32.2069,32.1617
AMBON17,2017-08-10T11:25-08:00,ML6.8,70.958755,-161.1432,45,PSBTA,27,Non-Quantitative,375.9754806,2.257,6.1483,4.2138,31.805,32.6674
AMBON17,2017-08-10T15:42-08:00,ML6.9,71.07792,-160.70825,56,PSBTA,28,Quantitative,292.841266,2.257,5.9801,2.1924,31.527,32.621
